134 4413
4 87 3698
4 92 1549
4 93 9272
4 94 3213
4 96 1152
4 106 5799
4 107 9485
4 108 2128
4 111 2739
4 113 8414
4 115 6243
4 117 3274
4 118 8188
4 119 49
4 120 75
4 121 1699
4 124 4867
4 125 276
4 126 9024
4 128 5379
4 129 4779
4 130 5501
4 131 7020
4 132 900
4 133 5537
5 6 5616
5 7 3517
5 9 4842
5 10 9328
5 12 9828
5 13 5891
5 15 2504
5 19 2435
5 20 2986
5 21 7606
5 22 2033
5 25 1892
5 28 4957
5 29 5096
5 31 8254
5 32 9829
5 34 2413
5 35 1650
5 36 3714
5 38 9156
5 40 1035
5 45 7484
5 46 225
5 47 7206
5 48 9049
5 49 3161
5 51 9274
5 52 6786
5 53 6870
5 55 9901
5 57 3859
5 59 1894
5 60 7282
5 61 1527
5 62 8718
5 65 6623
5 68 4312
5 69 7158
5 72 5629
5 76 5320
5 79 4354
5 81 5084
5 82 7521
5 83 2917
5 84 5664
5 86 1668
5 87 7338
5 89 2511
5 92 2130
5 93 3556
5 94 6696
5 95 6552
5 97 6310
5 99 2953
5 104 9837
5 105 6198
5 106 9665
5 108 9349
5 109 8528
5 110 4718
5 111 4731
5 112 8196
5 114 5024
5 115 1799
5 117 2268
5 120 6860
5 121 3825
5 123 8976
5 129 7904
5 130 8221
5 133 8268
6 7 5762
6 14 4560
6 16 3174
6 18 4715
6 19 4066
6 20 1099
6 21 6878
6 25 3293
6 27 7524
6 31 5999
6 32 4321
6 34 82
6 38 3981
6 40 9301
6 43 8011
6 44 5684
6 46 5687
6 47 9606
6 50 8502
6 51 8867
6 52 2434
6 54 2475
6 55 5111
6 57 3087
6 58 7681
6 60 1080
6 61 4039
6 63 1656
6 65 4111
6 66 4138
6 68 7428
6 69 6859
6 70 320
6 71 2037
6 72 7375
6 74 5275
6 75 5725
6 76 31
6 80 5630
6 81 8402
6 82 5026
6 86 646
6 89 4435
6 92 3276
6 94 4180
6 96 6329
6 98 3705
6 101 8951
6 103 8461
6 104 6042
6 105 3013
6 106 3925
6 107 9873
6 110 3350
6 112 6622
6 113 3765
6 114 3317
6 115 1577
6 116 3880
6 117 5154
6 120 4426
6 121 3205
6 122 7131
6 125 3004
6 126 8802
6 127 8453
6 129 3704
6 132 5995
6 133 5820
7 8 3041
7 9 1871
7 10 3392
7 11 1894
7 12 5595
7 18 9188
7 19 5172
7 20 3470
7 22 860
7 24 5055
7 26 4121
7 28 8539
7 29 5781
7 31 321
7 34 6773
7 38 1415
7 40 6727
7 42 4360
7 43 7655
7 44 9867
7 48 5356
7 49 3963
7 50 9475
7 52 1394
7 56 1886
7 60 6888
7 61 6340
7 64 4891
7 65 6002
7 66 9966
7 68 9957
7 69 401
7 73 1929
7 75 1823
7 77 4567
7 78 2962
7 79 6256
7 80 9139
7 84 7224
7 85 3670
7 86 291
7 87 4657
7 88 9610
7 89 10
7 91 3053
7 92 3715
7 93 2308
7 95 475
7 98 6261
7 105 9943
7 107 694
7 108 9973
7 109 1993
7 113 5419
7 118 6588
7 119 5282
7 120 2572
7 123 6300
7 129 8386
7 130 4421
7 132 904
7 133 9747
8 10 3532
8 11 5238
8 12 7413
8 13 3306
8 14 3452
8 15 4071
8 16 1394
8 17 2031
8 18 6217
8 19 9671
8 20 3432
8 21 9616
8 26 4222
8 27 3311
8 28 935
8 30 8644
8 33 178
8 34 8806
8 37 2620
8 38 4759
8 39 4939
8 41 532
8 43 4214
8 44 3670
8 46 7606
8 47 3200
8 49 3522
8 51 3606
8 52 6791
8 54 2852
8 59 6287
8 63 7877
8 64 6748
8 65 3800
8 67 2299
8 68 5001
8 70 2783
8 74 9498
8 79 5944
8 87 1069
8 89 2758
8 91 5685
8 93 32
8 96 1688
8 97 6957
8 98 9233
8 99 4960
8 104 9836
8 111 8495
8 112 1340
8 113 7435
8 115 1346
8 116 4748
8 118 740
8 119 9666
8 121 7981
8 125 9093
8 130 9630
8 132 3456
9 10 6704
9 12 1737
9 15 7278
9 17 5095
9 21 2192
9 22 4893
9 24 9644
9 25 1088
9 28 8773
9 30 490
9 33 1941
9 35 23
9 37 6672
9 38 2085
9 39 4958
9 43 5186
9 44 363
9 45 5317
9 46 4761
9 47 9162
9 51 2078
9 53 6695
9 55 7076
9 56 1195
9 57 8667
9 58 3480
9 60 1878
9 64 6776
9 66 9356
9 68 4691
9 74 9455
9 75 8076
9 76 9200
9 78 4315
9 79 5732
9 85 8706
9 86 4563
9 87 8891
9 88 4252
9 93 7357
9 94 6340
9 95 4508
9 96 7587
9 99 5968
9 101 7216
9 106 1815
9 109 6464
9 110 6429
9 111 1464
9 115 2081
9 116 5532
9 117 1968
9 118 3168
9 119 2659
9 124 7353
9 126 7633
9 127 5398
9 129 603
10 13 5549
10 14 7403
10 15 5383
10 18 4696
10 20 7954
10 21 271
10 27 4612
10 28 142
10 31 2599
10 32 1884
10 33 2628
10 34 5848
10 36 7253
10 38 8556
10 46 7322
10 52 4285
10 54 2190
10 56 6317
10 57 1072
10 58 2118
10 61 7345
10 64 2712
10 65 9850
10 70 5820
10 71 2227
10 72 2684
10 73 701
10 74 21
10 79 363
10 85 1523
10 86 474
10 87 4958
10 88 8333
10 92 6974
10 95 7836
10 96 9941
10 97 6020
10 99 9646
10 100 6550
10 102 1073
10 103 4414
10 105 1806
10 106 7088
10 107 1548
10 109 8468
10 112 4400
10 115 8840
10 117 8676
10 119 3613
10 122 440
10 128 3071
10 129 8680
10 132 4149
10 133 9981
11 12 6355
11 19 7728
11 21 1592
11 22 2596
11 23 4223
11 24 2643
11 25 979
11 26 4440
11 28 5792
11 29 4017
11 32 8476
11 33 7645
11 36 7327
11 39 2150
11 41 7074
11 44 8166
11 46 1201
11 50 3917
11 51 51
11 54 8855
11 55 9982
11 56 191
11 57 3425
11 58 6786
11 59 472
11 63 4827
11 66 5481
11 68 207
11 69 10000
11 73 901
11 74 3166
11 75 8722
11 77 2909
11 78 9563
11 80 7461
11 83 2410
11 84 5121
11 85 8399
11 86 9900
11 88 8295
11 89 4943
11 90 4602
11 91 196
11 93 5503
11 95 3668
11 97 2953
11 98 4691
11 99 8959
11 103 7758
11 104 8975
11 107 1425
11 108 7190
11 110 6703
11 111 4051
11 112 3953
11 113 343
11 115 3300
11 116 265
11 117 2483
11 119 9059
11 121 3950
11 122 1249
11 123 4016
11 125 666
11 126 6555
11 127 8189
11 128 5341
11 129 383
12 15 5461
12 16 3047
12 18 9398
12 19 9760
12 20 88
12 21 4141
12 22 8002
12 23 5014
12 24 1647
12 27 6949
12 30 3286
12 32 2373
12 35 6156
12 37 515
12 38 7741
12 39 2238
12 41 2656
12 43 2999
12 46 5763
12 47 2735
12 50 7638
12 52 3504
12 55 333
12 57 7220
12 58 6058
12 59 4272
12 61 5073
12 62 6516
12 64 6668
12 65 6976
12 67 7276
12 68 4250
12 70 6431
12 71 6532
12 72 4541
12 74 7242
12 75 3534
12 76 9173
12 77 2014
12 78 374
12 80 4813
12 82 2024
12 88 4751
12 92 6872
12 96 9558
12 98 8128
12 100 6429
12 101 9942
12 102 9265
12 103 9598
12 104 4998
12 106 9041
12 108 331
12 111 6621
12 113 3842
12 116 2844
12 119 6534
12 120 6586
12 122 1338
12 127 2283
12 129 9098
12 130 7989
13 15 1071
13 16 3843
13 17 7632
13 22 3110
13 23 9552
13 24 9555
13 25 1671
13 26 509
13 27 2096
13 28 259
13 29 5672
13 31 4635
13 33 7907
13 36 3336
13 38 8395
13 40 5485
13 44 6463
13 45 8252
13 47 8250
13 49 4141
13 50 3124
13 51 3410
13 53 8208
13 54 4140
13 57 5453
13 67 3691
13 69 1480
13 73 1251
13 74 506
13 75 3855
13 79 4761
13 80 5090
13 81 7212
13 82 4908
13 84 1083
13 85 4667
13 88 3796
13 89 9213
13 90 9804
13 91 6918
13 92 1860
13 93 1547
13 94 723
13 95 6883
13 97 8227
13 98 6372
13 99 3451
13 100 1594
13 101 4685
13 102 5887
13 103 9365
13 106 9880
13 108 2064
13 110 7878
13 112 6919
13 115 6330
13 116 1393
13 117 7364
13 120 5821
13 121 9905
13 122 8137
13 123 4082
13 126 5896
13 127 5128
13 128 8963
13 129 7205
13 131 6861
13 132 688
13 133 3492
14 16 2494
14 19 9134
14 20 6182
14 23 1454
14 24 1517
14 26 4554
14 27 8132
14 30 120
14 31 7066
14 33 3376
14 35 913
14 38 8537
14 39 419
14 41 1863
14 42 1638
14 44 5025
14 45 2186
14 47 8336
14 49 3625
14 54 2576
14 58 7861
14 59 8913
14 60 154
14 62 8759
14 63 3110
14 64 7837
14 65 8125
14 67 1791
14 68 6228
14 69 5528
14 71 8521
14 72 2564
14 75 6849
14 78 7243
14 79 2050
14 80 4103
14 81 7542
14 82 8969
14 83 65
14 85 2058
14 86 1039
14 90 5417
14 91 2215
14 95 4972
14 97 8517
14 98 4967
14 99 2502
14 100 557
14 101 4959
14 103 3067
14 104 1846
14 107 2320
14 108 867
14 109 2930
14 110 5943
14 112 4526
14 113 5730
14 114 3787
14 115 7069
14 116 7709
14 117 2663
14 120 4929
14 124 781
14 126 7612
14 128 1293
14 130 1680
14 133 9996
15 16 8510
15 19 3792
15 23 410
15 24 6373
15 27 5100
15 28 9691
15 29 5767
15 31 4039
15 33 4907
15 34 1258
15 36 4891
15 38 6499
15 39 1245
15 40 1305
15 41 6380
15 45 1205
15 48 7475
15 50 5353
15 52 7010
15 57 68
15 59 9427
15 60 3750
15 61 7525
15 63 4600
15 67 9949
15 69 1794
15 72 4998
15 74 9867
15 78 3296
15 80 196
15 81 3669
15 82 6962
15 83 1124
15 84 3713
15 85 2510
15 86 2958
15 90 943
15 93 4706
15 94 1334
15 99 3618
15 105 1522
15 107 1846
15 114 8658
15 117 3157
15 119 1534
15 122 1741
15 124 1306
15 125 3302
15 127 1880
15 129 5260
15 131 860
15 133 4490
16 22 2856
16 24 2303
16 26 2774
16 28 9012
16 30 8743
16 34 332
16 35 2474
16 36 7992
16 37 8495
16 38 2743
16 40 6458
16 43 6350
16 44 4898
16 46 9650
16 52 75
16 53 6411
16 54 485
16 60 3645
16 61 6154
16 62 9488
16 63 9398
16 64 5158
16 66 1439
16 67 6934
16 68 2060
16 70 3482
16 72 9500
16 77 1868
16 81 2241
16 82 8544
16 85 8973
16 87 9997
16 88 4850
16 89 6089
16 90 4114
16 92 8033
16 94 9268
16 101 4885
16 102 7502
16 103 6629
16 106 9268
16 108 6751
16 109 2661
16 110 7285
16 112 3077
16 113 6320
16 116 1638
16 118 5368
16 120 1522
16 124 7362
16 125 1454
16 127 4943
16 129 1317
16 131 7553
16 132 2080
16 133 2950
17 18 7773
17 19 3381
17 20 8791
17 23 4160
17 25 6826
17 29 7973
17 30 9519
17 31 4738
17 32 8391
17 34 8314
17 37 5855
17 38 9207
17 39 4438
17 41 4831
17 42 9746
17 46 9029
17 48 1639
17 53 880
17 55 7801
17 56 7963
17 58 1564
17 60 7676
17 62 2482
17 65 4767
17 66 5168
17 70 7387
17 71 4463
17 73 8651
17 76 9682
17 78 1900
17 79 6987
17 83 8801
17 86 1921
17 87 673
17 88 8835
17 89 6444
17 91 5064
17 93 7403
17 94 6660
17 98 6739
17 99 6494
17 102 5009
17 103 2778
17 104 2616
17 107 8344
17 108 5522
17 109 2166
17 110 4623
17 111 4612
17 114 8564
17 115 2683
17 118 2873
17 119 4754
17 121 4299
17 122 4360
17 124 8706
17 125 9617
17 126 5497
17 127 2231
17 129 9180
17 133 9336
18 22 8517
18 24 2683
18 25 5331
18 26 2655
18 27 86
18 28 4164
18 32 9771
18 37 1248
18 40 7192
18 44 2863
18 46 97
18 47 3319
18 48 5552
18 51 7742
18 52 5109
18 53 2543
18 55 1688
18 56 9759
18 57 8116
18 58 1049
18 60 3878
18 61 3705
18 66 5833
18 68 5226
18 69 7013
18 70 4211
18 71 3028
18 72 205
18 73 8722
18 74 2012
18 75 7558
18 76 5361
18 78 3038
18 80 6140
18 83 1061
18 88 5981
18 91 514
18 92 4441
18 95 3458
18 100 8753
18 102 826
18 105 1310
18 108 942
18 109 5659
18 112 9410
18 115 7974
18 117 5311
18 119 8286
18 121 107
18 122 7211
18 123 1556
18 124 3333
18 125 7333
18 126 9945
18 127 3451
18 128 5152
18 129 5572
18 130 6739
18 132 2432
18 133 8692
19 23 4309
19 25 8833
19 26 4067
19 27 4336
19 30 6248
19 31 317
19 32 233
19 34 5942
19 37 6463
19 38 6064
19 41 802
19 43 908
19 44 7487
19 45 177
19 47 1064
19 48 8324
19 51 1159
19 52 6796
19 53 8374
19 54 2867
19 55 7491
19 56 8417
19 64 6174
19 65 1961
19 69 28
19 70 7149
19 72 7197
19 78 8070
19 79 257
19 80 161
19 84 9756
19 85 3580
19 86 5662
19 88 6987
19 91 8937
19 95 4707
19 96 3690
19 97 8516
19 98 3949
19 101 9510
19 103 6703
19 105 3576
19 106 3563
19 108 8508
19 109 6527
19 110 5359
19 111 3290
19 112 5071
19 114 1251
19 115 9154
19 116 451
19 117 3061
19 118 4334
19 120 6757
19 122 29
19 123 1892
19 126 141
19 127 2366
19 129 5621
19 130 8649
19 132 6213
19 133 8011
20 22 3480
20 28 3773
20 29 9456
20 32 1371
20 34 224
20 37 7192
20 39 2128
20 40 1446
20 41 9215
20 43 1927
20 44 2141
20 45 834
20 49 6680
20 50 9430
20 51 4618
20 52 3630
20 54 8312
20 61 9091
20 63 7845
20 64 8732
20 67 248
20 68 6756
20 71 5883
20 75 4998
20 76 1429
20 77 8760
20 79 9662
20 81 9603
20 82 5503
20 84 2723
20 86 6746
20 88 8401
20 89 9544
20 90 8829
20 92 6019
20 93 4542
20 94 9295
20 95 9210
20 97 7996
20 99 5560
20 102 1708
20 104 2456
20 106 2082
20 110 2809
20 111 4111
20 112 3367
20 113 8333
20 115 8625
20 118 7471
20 119 5963
20 121 1313
20 122 6161
20 124 1588
20 125 7956
20 126 753
20 127 3547
20 128 8097
20 133 4043
21 22 956
21 30 2609
21 35 4131
21 36 5262
21 37 9515
21 39 9274
21 42 9667
21 43 6343
21 45 9956
21 46 3521
21 47 1020
21 49 7361
21 50 1634
21 51 8828
21 54 6245
21 56 7701
21 57 6805
21 59 4013
21 62 3464
21 66 6179
21 67 4893
21 69 8240
21 70 766
21 71 8001
21 72 2020
21 73 8896
21 75 1950
21 80 9771
21 81 4692
21 84 9002
21 85 9895
21 86 7518
21 88 5297
21 89 477
21 90 2599
21 91 8290
21 92 7059
21 93 3227
21 94 5317
21 97 1393
21 99 2403
21 101 8794
21 102 8672
21 105 3703
21 106 8587
21 111 8616
21 112 6821
21 114 1388
21 115 7927
21 118 6118
21 120 6337
21 121 7815
21 122 1631
21 124 9935
21 127 1565
21 129 3924
21 131 7565
21 133 4385
22 26 8593
22 27 5626
22 29 6062
22 31 4012
22 33 4190
22 34 4746
22 35 7439
22 37 1176
22 40 6263
22 42 1394
22 44 5717
22 46 7463
22 49 8777
22 51 7207
22 52 2021
22 53 2276
22 55 3090
22 57 9763
22 58 4873
22 60 6998
22 61 3312
22 62 5642
22 65 2339
22 67 7510
22 69 9152
22 71 820
22 72 15
22 73 1032
22 74 9058
22 75 1205
22 79 7760
22 80 6034
22 81 2227
22 83 1531
22 84 4878
22 85 6825
22 86 7809
22 87 664
22 89 1772
22 90 4707
22 91 8361
22 92 2504
22 94 344
22 96 4940
22 98 9127
22 100 8223
22 101 2160
22 103 7737
22 105 9912
22 106 196
22 110 7357
22 112 3456
22 114 7504
22 116 1706
22 118 934
22 120 2473
22 122 5758
22 123 6623
22 127 9788
22 130 8960
22 131 7330
23 25 5779
23 26 7055
23 28 1868
23 30 1697
23 31 617
23 34 1446
23 37 1831
23 38 3621
23 39 7307
23 41 8082
23 42 4554
23 44 3652
23 47 8155
23 49 1498
23 53 2845
23 56 4422
23 60 58
23 61 7461
23 62 6772
23 63 5917
23 64 655
23 67 5772
23 69 2208
23 72 8276
23 74 3167
23 77 6525
23 81 2637
23 82 1733
23 84 8561
23 87 840
23 91 9064
23 92 2929
23 93 2427
23 94 1477
23 101 9663
23 102 7261
23 103 5740
23 105 6024
23 106 9397
23 108 5469
23 109 6512
23 114 4115
23 115 7026
23 117 428
23 120 3541
23 121 6168
23 122 2460
23 124 9482
23 125 963
23 126 2095
23 127 9642
23 129 8910
23 130 1243
23 132 407
23 133 9896
24 26 2468
24 28 9639
24 30 1534
24 31 8079
24 36 2552
24 46 2672
24 48 2694
24 50 8511
24 51 5195
24 52 3505
24 53 3482
24 55 782
24 57 7692
24 58 3445
24 61 8392
24 62 9341
24 63 2326
24 66 6816
24 67 3764
24 73 7202
24 75 2454
24 77 4244
24 78 3392
24 79 491
24 80 9988
24 82 4016
24 83 2851
24 84 3045
24 86 3453
24 89 721
24 91 5627
24 92 4350
24 94 2131
24 95 6432
24 96 2605
24 97 2732
24 98 2716
24 100 6364
24 101 2274
24 102 2428
24 104 5118
24 107 5939
24 111 2585
24 112 9
24 114 1631
24 117 6877
24 119 7745
24 120 1918
24 121 7951
24 122 5014
24 124 9069
24 125 5111
24 129 1131
25 28 6177
25 30 9763
25 32 1714
25 34 6725
25 36 473
25 37 9389
25 38 1133
25 40 4190
25 41 254
25 43 6452
25 46 2530
25 47 8048
25 48 7815
25 49 7631
25 51 3258
25 52 5143
25 54 6518
25 58 4465
25 59 6867
25 60 625
25 61 6931
25 63 7740
25 65 8330
25 66 9860
25 67 2814
25 70 571
25 74 3333
25 75 21
25 76 450
25 79 1357
25 81 1302
25 84 8891
25 89 9540
25 90 16
25 92 5410
25 93 5849
25 95 7795
25 96 8146
25 97 5163
25 100 3483
25 102 9606
25 103 4503
25 105 921
25 107 6835
25 109 3069
25 114 2690
25 115 9140
25 119 2713
25 120 7884
25 121 2319
25 124 8602
25 129 395
26 28 5978
26 30 5772
26 33 8302
26 36 5631
26 38 4232
26 40 7545
26 43 5581
26 46 5647
26 47 5848
26 50 1586
26 51 3923
26 52 9662
26 53 8584
26 54 1729
26 56 8604
26 62 9183
26 67 3201
26 69 7300
26 73 7375
26 74 9445
26 75 1687
26 76 3246
26 78 8418
26 79 2431
26 80 8560
26 81 8599
26 89 9796
26 90 6612
26 91 1179
26 93 3205
26 94 6313
26 95 6623
26 101 1971
26 105 2869
26 107 5517
26 112 8475
26 115 5415
26 116 3817
26 117 8516
26 121 7489
26 124 8943
26 125 1533
26 126 1150
26 127 4898
26 128 8830
26 129 1896
26 130 6697
27 30 4185
27 32 6522
27 33 4645
27 34 1350
27 36 3147
27 37 3678
27 38 5826
27 40 7015
27 43 7566
27 44 207
27 45 5313
27 47 9874
27 48 914
27 51 3728
27 55 8070
27 59 9148
27 60 3107
27 61 1311
27 62 6736
27 63 1069
27 64 4596
27 69 8598
27 70 9344
27 72 5608
27 74 2945
27 75 8011
27 79 8873
27 82 4622
27 84 5960
27 86 7779
27 88 7535
27 91 2624
27 92 3455
27 94 6022
27 97 5686
27 98 6797
27 99 6925
27 101 4833
27 102 2028
27 103 3165
27 104 3582
27 105 4506
27 107 4487
27 108 4167
27 109 5731
27 110 6920
27 114 8931
27 116 619
27 117 5527
27 119 9133
27 124 8698
27 129 3836
27 130 494
27 131 871
27 132 3381
28 29 7283
28 30 8072
28 31 2781
28 32 4608
28 35 5806
28 36 937
28 37 5038
28 38 5955
28 41 7264
28 42 4552
28 43 1562
28 48 2064
28 51 410
28 52 6360
28 55 8223
28 56 2470
28 57 495
28 58 929
28 59 8404
28 61 3732
28 62 3953
28 63 2038
28 64 2293
28 66 2199
28 67 7154
28 72 2777
28 73 3069
28 75 4373
28 77 2582
28 79 4812
28 80 3619
28 81 7586
28 82 100
28 83 1603
28 87 2775
28 88 6121
28 91 9173
28 93 8288
28 94 8664
28 98 7417
28 100 6742
28 102 668
28 103 3512
28 105 7471
28 109 9164
28 112 5348
28 113 759
28 115 7193
28 119 9307
28 120 2644
28 121 5979
28 122 9204
28 123 3135
28 124 3128
28 128 7132
28 129 7869
28 131 9883
28 132 2805
29 33 8518
29 34 6437
29 37 889
29 38 9485
29 39 1082
29 40 260
29 41 8005
29 42 907
29 43 4644
29 46 6957
29 53 9919
29 55 2947
29 58 4324
29 64 5420
29 67 7617
29 68 3646
29 72 6891
29 73 9146
29 74 5785
29 75 8396
29 76 9851
29 78 6482
29 79 9461
29 82 1419
29 83 1175
29 84 7688
29 87 7260
29 90 3465
29 91 6943
29 93 8061
29 94 7420
29 95 30
29 97 6169
29 99 9159
29 102 9215
29 103 9733
29 105 7821
29 107 7420
29 110 3257
29 114 4916
29 115 3076
29 116 9535
29 117 5435
29 118 627
29 120 8228
29 122 6068
29 126 5408
29 127 2635
29 129 8909
29 132 5692
30 31 5687
30 33 6190
30 35 9473
30 41 6456
30 44 9888
30 46 7951
30 50 1773
30 52 1422
30 53 4221
30 54 309
30 56 5455
30 60 9612
30 63 370
30 65 5557
30 70 1347
30 72 4797
30 73 6694
30 75 6934
30 78 4562
30 79 2495
30 80 481
30 81 8237
30 82 7655
30 84 4736
30 85 7952
30 86 2416
30 87 1605
30 91 9252
30 92 2746
30 94 6487
30 96 6889
30 98 4948
30 100 7937
30 101 4527
30 102 6370
30 103 3160
30 104 5574
30 105 6622
30 106 5765
30 108 6045
30 109 1814
30 110 8985
30 112 4402
30 113 9648
30 117 9483
30 118 7185
30 120 5344
30 121 2253
30 122 3436
30 123 6491
30 129 6386
30 131 9235
30 132 6174
31 34 3789
31 42 4613
31 43 6974
31 46 7080
31 49 3429
31 53 32
31 58 4773
31 62 6231
31 68 4015
31 70 713
31 73 763
31 77 4546
31 78 7032
31 82 5926
31 84 9943
31 86 7282
31 87 861
31 89 86
31 91 3723
31 94 8768
31 97 7804
31 99 1730
31 102 7305
31 103 8084
31 108 5025
31 110 3976
31 112 8656
31 113 445
31 114 8328
31 115 2519
31 117 2656
31 121 4524
31 122 1212
31 125 6577
31 127 7981
31 128 9326
31 132 7755
32 34 6746
32 38 8357
32 40 1319
32 41 9026
32 42 1234
32 44 8152
32 46 1875
32 47 5257
32 49 9092
32 51 8624
32 53 296
32 55 9632
32 56 1400
32 57 2722
32 60 3851
32 61 2218
32 62 2417
32 63 2821
32 66 7630
32 67 2948
32 69 9410
32 77 9736
32 79 4153
32 84 621
32 86 5195
32 87 9400
32 88 5013
32 89 2240
32 94 5006
32 95 1870
32 96 166
32 99 4137
32 100 38
32 102 4113
32 107 9732
32 108 2234
32 109 5106
32 110 3043
32 115 7163
32 116 9393
32 117 6569
32 118 4024
32 127 3131
32 128 570
32 129 625
32 131 8273
32 132 3379
33 34 546
33 35 7271
33 36 1780
33 37 9064
33 42 3491
33 43 7367
33 45 7190
33 46 9122
33 48 219
33 49 7103
33 50 3288
33 51 882
33 55 240
33 56 6012
33 59 4241
33 60 8300
33 63 4503
33 65 1247
33 67 9749
33 68 4872
33 69 9570
33 70 9780
33 74 3638
33 75 8454
33 76 8615
33 79 9200
33 81 4138
33 82 6395
33 84 5192
33 85 8529
33 86 9475
33 88 9914
33 89 1840
33 90 6321
33 92 7009
33 93 4832
33 95 1211
33 96 1502
33 98 2871
33 100 6715
33 101 1707
33 103 1553
33 104 5435
33 106 339
33 107 6082
33 108 417
33 112 1940
33 114 2344
33 117 5558
33 119 6940
33 120 894
33 121 9423
33 124 1518
33 126 8228
33 129 4665
33 131 1835
33 132 722
34 35 9425
34 36 7056
34 37 2769
34 42 6460
34 44 9626
34 46 9
34 49 5964
34 51 3514
34 57 2122
34 59 6205
34 61 5698
34 63 362
34 64 7034
34 68 5350
34 71 3973
34 73 7243
34 74 7391
34 81 234
34 82 3049
