100 2461
6 68 5237
6 69 3391
6 70 8036
6 73 6252
6 74 7716
6 75 4393
6 77 5551
6 78 117
6 79 8662
6 80 8569
6 81 5943
6 82 7287
6 83 9013
6 84 4529
6 86 8434
6 87 7419
6 89 876
6 90 2970
6 92 1616
6 96 3150
6 97 6083
6 98 671
6 99 7838
7 10 6997
7 13 8990
7 14 8005
7 16 7938
7 17 4852
7 19 1779
7 20 1386
7 21 6833
7 23 4004
7 25 5126
7 30 8120
7 31 5066
7 32 1123
7 33 2681
7 34 430
7 36 4421
7 37 8890
7 38 6398
7 40 4317
7 42 6310
7 44 6284
7 45 111
7 46 626
7 47 7187
7 50 8847
7 53 586
7 54 1395
7 57 5849
7 61 5430
7 64 2308
7 66 7017
7 67 4681
7 68 239
7 69 7937
7 71 247
7 72 1820
7 74 9005
7 77 3413
7 78 5790
7 79 3017
7 80 1541
7 82 7010
7 84 6618
7 89 6288
7 90 9823
7 91 5841
7 93 1790
7 94 4759
7 95 1456
7 96 4264
7 97 1150
7 99 6986
8 9 2822
8 11 6589
8 14 9616
8 15 2353
8 17 9650
8 23 2283
8 24 3913
8 27 8231
8 28 2189
8 35 2602
8 37 6775
8 39 3672
8 40 9971
8 41 7908
8 42 6210
8 46 5363
8 48 2290
8 52 8245
8 53 4992
8 55 5242
8 59 5975
8 61 340
8 64 2406
8 65 7098
8 67 9872
8 68 4087
8 71 9205
8 72 8811
8 73 9788
8 75 5717
8 76 4261
8 78 6095
8 79 1967
8 81 2582
8 82 8459
8 84 3678
8 86 6769
8 87 3784
8 89 466
8 90 9254
8 91 1479
8 92 7187
8 93 2068
8 95 6012
8 96 6243
8 97 7070
9 11 7619
9 12 3037
9 13 4943
9 17 5922
9 20 3499
9 23 5957
9 25 3109
9 27 2758
9 29 2294
9 32 142
9 34 331
9 35 5951
9 36 8761
9 37 1339
9 38 5460
9 41 4963
9 43 2780
9 44 109
9 45 49
9 46 5450
9 47 557
9 48 2023
9 51 3417
9 52 1250
9 53 5449
9 56 7759
9 57 6418
9 58 19
9 60 1313
9 63 8189
9 64 4897
9 65 9571
9 66 8272
9 67 3866
9 68 7222
9 69 7556
9 75 5349
9 76 8559
9 77 1940
9 79 5587
9 81 9766
9 83 9501
9 85 1391
9 86 3967
9 88 844
9 91 9958
9 95 8032
9 97 6371
9 99 414
10 11 658
10 12 3130
10 16 5415
10 17 9144
10 18 3004
10 20 1900
10 24 2242
10 28 6339
10 29 8778
10 32 7775
10 33 6991
10 34 7736
10 36 6896
10 37 6248
10 41 1388
10 43 3883
10 45 4311
10 46 1142
10 47 4079
10 48 9754
10 52 7436
10 53 4573
10 54 6838
10 55 4558
10 56 7970
10 57 6722
10 59 3738
10 60 3532
10 61 4965
10 63 1182
10 66 7551
10 73 1314
10 75 3956
10 76 6500
10 77 9958
10 81 3848
10 86 5785
10 87 9484
10 88 2781
10 91 3897
10 97 1107
10 98 223
11 12 544
11 13 2124
11 15 8234
11 16 9726
11 17 3141
11 18 5206
11 19 8965
11 20 2196
11 21 8530
11 22 4260
11 23 8843
11 24 8418
11 25 3554
11 26 9729
11 31 4088
11 32 3919
11 33 7221
11 35 172
11 38 7326
11 39 5673
11 42 6620
11 43 8306
11 44 9813
11 46 354
11 48 3195
11 49 1250
11 51 1350
11 52 3050
11 54 2467
11 56 9142
11 57 5979
11 59 4420
11 64 917
11 68 2367
11 69 4791
11 70 4658
11 72 9918
11 73 793
11 75 1904
11 79 6937
11 84 644
11 92 8095
11 94 1549
11 96 507
11 98 8784
12 14 2279
12 15 4361
12 16 7675
12 17 1934
12 22 1736
12 29 7361
12 30 689
12 31 6756
12 33 806
12 34 9517
12 36 8750
12 37 3134
12 39 8033
12 43 5122
12 48 5130
12 50 7241
12 52 6630
12 54 4578
12 57 5806
12 59 1369
12 63 7413
12 64 6534
12 66 6630
12 67 991
12 70 1728
12 72 3898
12 75 8160
12 77 4505
12 79 837
12 80 159
12 81 2671
12 85 2505
12 86 5470
12 87 8556
12 88 4313
12 89 2070
12 93 6320
12 95 568
12 97 2962
12 98 732
12 99 1276
13 14 9443
13 16 355
13 20 6103
13 22 224
13 24 2317
13 30 6895
13 31 656
13 32 8172
13 34 9527
13 35 2315
13 41 3341
13 42 4793
13 43 883
13 44 2414
13 49 594
13 50 3513
13 51 1189
13 52 149
13 55 9582
13 57 6451
13 62 6796
13 65 7607
13 66 3153
13 67 8675
13 71 4704
13 72 1711
13 73 3634
13 74 5618
13 75 9156
13 80 7138
13 82 5902
13 83 8657
13 85 7798
13 92 7480
13 93 8362
13 94 7686
13 97 8507
13 99 8280
14 15 9352
14 21 6643
14 22 7901
14 25 4660
14 26 6708
14 27 4803
14 28 219
14 30 7366
14 32 189
14 40 267
14 46 231
14 48 6186
14 50 7554
14 51 8117
14 52 9154
14 55 896
14 58 3715
14 59 1224
14 64 4626
14 65 942
14 66 7566
14 67 1791
14 68 3865
14 73 2824
14 79 7162
14 80 6700
14 81 2077
14 82 1684
14 86 7472
14 89 9562
14 90 480
14 91 3645
14 93 9940
14 94 26
14 96 8389
14 97 2143
14 99 6218
15 16 7177
15 17 7583
15 19 7435
15 22 6728
15 25 743
15 27 3517
15 29 1
15 32 5408
15 38 4847
15 39 6449
15 42 5685
15 43 5519
15 44 8884
15 51 813
15 53 1568
15 54 6889
15 55 3785
15 56 5260
15 57 9681
15 58 40
15 60 5730
15 61 9100
15 64 4144
15 65 4962
15 68 8416
15 71 8974
15 73 942
15 76 2991
15 78 6400
15 82 3310
15 83 6117
15 86 3054
15 87 2007
15 88 8928
15 89 5
15 90 4375
15 91 3109
15 95 7321
15 98 5710
16 17 5185
16 18 909
16 22 3934
16 23 2307
16 24 6192
16 26 9392
16 27 8645
16 29 7594
16 32 5415
16 33 7384
16 34 6551
16 35 177
16 37 6703
16 38 4809
16 39 8283
16 40 3037
16 42 6536
16 44 6071
16 46 8235
16 47 9523
16 48 7308
16 52 1353
16 53 5211
16 56 5583
16 57 2728
16 59 6769
16 60 8570
16 61 932
16 62 8644
16 64 9347
16 65 3519
16 66 3080
16 68 2819
16 70 4519
16 71 6573
16 72 8310
16 74 2647
16 75 2568
16 76 2210
16 77 2322
16 78 1671
16 85 1783
16 86 8027
16 88 315
16 89 3378
16 90 7244
16 91 1919
16 92 6670
16 93 8195
16 94 8489
16 97 3955
17 18 4506
17 20 8597
17 23 145
17 25 9336
17 26 41
17 27 2389
17 29 4298
17 31 6295
17 34 761
17 35 3352
17 38 6331
17 40 1729
17 43 2536
17 45 6975
17 46 9406
17 47 2799
17 49 5225
17 50 4668
17 52 8394
17 53 2496
17 55 9827
17 56 2517
17 58 4082
17 59 3519
17 60 7418
17 62 3927
17 63 9324
17 64 4594
17 65 7035
17 66 4209
17 68 6879
17 70 5161
17 76 5721
17 80 7710
17 84 4304
17 86 4267
17 88 585
17 89 4107
17 90 8044
17 91 9434
17 92 7146
17 94 5768
17 96 9305
17 99 4429
18 20 2991
18 23 5391
18 26 1341
18 27 9356
18 29 3292
18 34 9812
18 36 116
18 37 1832
18 42 7916
18 43 1006
18 44 2760
18 49 2870
18 50 9427
18 51 7771
18 52 4206
18 53 7152
18 54 5879
18 55 3891
18 56 4001
18 58 2270
18 60 9358
18 63 9079
18 65 774
18 67 8325
18 71 6471
18 72 8921
18 74 2637
18 76 5805
18 77 120
18 78 1259
18 80 4886
18 81 4001
18 84 3295
18 94 9619
18 96 5393
19 20 8970
19 21 5409
19 22 8633
19 26 412
19 27 3462
19 28 1517
19 29 9400
19 31 3053
19 32 4211
19 35 3592
19 36 7636
19 37 4024
19 38 7932
19 39 620
19 40 4516
19 41 9568
19 42 1815
19 44 2553
19 45 3178
19 46 6257
19 47 3961
19 48 3072
19 49 4217
19 50 2268
19 53 1475
19 55 2606
19 57 5195
19 59 9532
19 62 5789
19 63 8162
19 64 5270
19 67 7709
19 68 4892
19 69 2768
19 70 9528
19 73 332
19 74 5276
19 75 9678
19 76 6787
19 78 873
19 79 9846
19 80 225
19 82 6702
19 85 2248
19 86 5904
19 89 3561
19 90 7701
19 92 6154
19 93 7114
19 96 1778
19 97 4356
19 99 7677
20 22 6422
20 25 41
20 26 437
20 28 9343
20 29 2419
20 31 6684
20 32 2672
20 34 5958
20 36 7666
20 41 1618
20 45 1748
20 46 3916
20 47 969
20 49 2506
20 50 502
20 51 4195
20 52 5365
20 54 3340
20 55 846
20 56 762
20 58 8146
20 59 5167
20 62 5999
20 65 4537
20 66 164
20 67 897
20 68 5489
20 69 8115
20 70 7511
20 72 4137
20 73 3686
20 77 2134
20 78 704
20 82 362
20 84 940
20 85 2276
20 86 721
20 87 266
20 88 1838
20 90 4335
20 91 5137
20 94 3559
20 95 4908
20 96 8792
20 97 4680
20 99 4734
21 22 4341
21 23 8153
21 24 2022
21 25 5718
21 26 6688
21 29 2152
21 33 2435
21 35 3110
21 37 7901
21 39 4666
21 42 9233
21 43 2065
21 46 9840
21 50 6101
21 51 8017
21 54 7441
21 55 5798
21 56 2454
21 58 3268
21 60 5377
21 61 3903
21 63 8135
21 65 7757
21 66 9319
21 67 5488
21 68 4754
21 72 7583
21 75 5874
21 77 3361
21 79 9070
21 84 105
21 86 227
21 87 7143
21 88 7103
21 90 6107
21 94 8329
21 96 5840
21 99 8437
22 24 8850
22 28 950
22 30 8281
22 31 8552
22 32 2127
22 33 8682
22 34 1688
22 35 678
22 36 4882
22 40 9
22 43 2736
22 44 5358
22 49 5448
22 55 5761
22 57 8258
22 64 5864
22 67 5717
22 69 2579
22 72 8124
22 74 7997
22 75 8258
22 77 6637
22 79 3257
22 81 7875
22 83 1757
22 89 9200
22 91 6848
22 93 2901
22 95 7349
22 97 9858
23 25 6789
23 26 664
23 27 9604
23 28 5464
23 29 5182
23 31 7562
23 34 2005
23 35 3267
23 37 8703
23 43 544
23 44 4388
23 45 4015
23 51 7282
23 52 5902
23 53 6320
23 54 1643
23 55 6931
23 57 8530
23 58 8693
23 59 5117
23 61 2832
23 63 7655
23 68 4353
23 72 4209
23 73 8697
23 76 4446
23 78 4394
23 79 3613
23 80 1853
23 81 8949
23 83 9568
23 85 9479
23 92 5445
23 93 9065
23 94 305
23 97 2015
23 99 7083
24 25 3595
24 26 6739
24 28 1988
24 29 4260
24 32 8637
24 34 2821
24 36 7106
24 40 4055
24 41 9516
24 43 4191
24 45 4630
24 47 5508
24 48 9789
24 49 4527
24 50 7471
24 51 7608
24 52 8659
24 55 304
24 57 5139
24 61 2293
24 62 1580
24 63 4362
24 64 9519
24 66 9630
24 69 2006
24 70 5385
24 71 8685
24 73 374
24 74 2730
24 78 4925
24 80 9553
24 85 2894
24 87 2549
24 88 8320
24 90 9706
24 92 1758
24 94 965
24 97 8897
24 98 8965
25 28 3829
25 29 3530
25 31 5093
25 34 8819
25 36 2368
25 37 1658
25 41 4994
25 44 8027
25 45 808
25 46 9605
25 47 4775
25 49 5674
25 51 7251
25 52 5350
25 56 2407
25 57 4115
25 60 5850
25 61 3704
25 62 5796
25 65 3538
25 66 7473
25 67 6283
25 68 8216
25 69 3530
25 72 5455
25 73 555
25 76 6044
25 77 3317
25 79 6046
25 80 5080
25 82 4404
25 83 6314
25 84 2169
25 85 3248
25 87 3532
25 91 3284
25 95 1175
25 97 164
25 98 4472
25 99 7551
26 27 5754
26 28 1191
26 32 4420
26 37 9350
26 40 6284
26 44 3768
26 46 2661
26 47 1907
26 48 3741
26 51 9731
26 52 8102
26 53 7293
26 55 7988
26 56 6492
26 57 9513
26 58 4585
26 60 638
26 61 5012
26 66 734
26 68 1423
26 69 7893
26 70 1016
26 71 1411
26 72 593
26 73 9960
26 74 66
26 75 8478
26 76 7984
26 78 2913
26 80 459
26 83 9271
26 88 2865
26 91 2982
26 92 8021
26 95 457
27 28 8672
27 30 4067
27 33 8901
27 36 1295
27 37 1686
27 40 4519
27 43 4493
27 45 2347
27 47 7752
27 49 6954
27 50 7472
27 51 5860
27 52 9583
27 53 2028
27 54 7400
27 55 2601
27 56 9837
27 57 161
27 58 2186
27 60 8054
27 61 7828
27 65 6123
27 67 987
27 68 3066
27 69 95
27 72 9699
27 73 6504
27 74 7394
27 76 2620
27 79 2602
27 80 3092
27 83 8725
27 85 899
27 86 1083
27 87 3416
27 89 6336
27 90 9256
27 93 5819
27 94 5444
27 95 3293
27 96 7026
27 97 5208
27 98 7803
28 35 9040
28 36 9592
28 40 8559
28 41 3932
28 43 2283
28 49 7729
28 50 9651
28 51 1858
28 55 9522
28 56 5764
28 57 1789
28 59 6545
28 62 9760
28 66 5824
28 67 7374
28 68 5888
28 69 206
28 72 3401
28 74 7994
28 76 9891
28 77 3402
28 79 9630
28 80 3159
28 81 3130
28 82 7867
28 83 1183
28 85 7838
28 86 4220
28 87 2930
28 88 84
28 89 4621
28 91 7188
28 93 7709
28 94 4375
28 97 8008
28 98 7909
29 30 457
29 31 8969
29 33 6065
29 34 7354
29 36 4277
29 42 3585
29 43 3420
29 46 2774
29 48 6294
29 51 7566
29 53 3960
29 54 9361
29 55 3326
29 57 4098
29 58 9305
29 59 9504
29 63 1913
29 64 7658
29 65 8535
29 66 3422
29 68 6899
29 75 873
29 77 7738
29 78 2519
29 81 8107
29 82 4675
29 85 1797
29 89 5865
29 90 2193
29 91 1247
29 93 385
29 95 3780
29 96 9081
29 98 4711
30 31 2433
30 33 7374
30 34 4540
30 35 5150
30 37 1342
30 38 7422
30 39 1235
30 40 2264
30 42 7003
30 44 3130
30 47 7689
30 49 2
30 51 9467
30 55 7270
30 56 3953
30 57 1627
30 58 9945
30 60 780
30 63 840
30 64 6012
30 66 1672
30 67 1528
30 69 5870
30 70 4305
30 71 1362
30 72 3537
30 73 4979
30 78 8792
30 79 6355
30 87 3461
30 92 5469
30 93 3068
30 94 135
30 96 5579
30 99 9676
31 32 1457
31 34 4969
31 35 2338
31 36 287
31 38 752
31 39 8306
31 40 1860
31 43 2957
31 45 4441
31 46 6855
31 48 4220
31 51 5677
31 55 5146
31 56 338
31 58 4044
31 59 4466
31 60 1399
31 61 4912
31 62 5828
31 64 3712
31 69 9386
31 70 4218
31 73 9981
31 74 9129
31 75 1051
31 77 191
31 78 1538
31 79 1243
31 80 1070
31 81 6487
31 82 7672
31 83 4751
31 86 7994
31 88 4869
31 90 526
31 91 4172
31 94 3018
31 95 2489
32 33 7403
32 34 5473
32 36 998
32 37 3143
32 40 8463
32 42 2276
32 43 668
32 44 4714
32 46 5729
32 49 8666
32 51 4025
32 53 8628
32 55 8338
32 59 6489
32 60 2896
32 62 8668
32 64 5133
32 66 9366
32 67 3761
32 68 9972
32 70 9269
32 73 4870
32 75 2624
32 77 5811
32 79 6248
32 82 2300
32 84 7635
32 85 3619
32 86 9338
32 88 2096
32 90 8359
32 91 2474
32 93 6220
32 94 4713
32 95 2261
32 98 8560
33 34 6670
33 36 7592
33 38 4301
33 39 3798
33 40 9597
33 41 1413
33 42 8531
33 46 7610
33 47 2611
33 48 8963
33 50 9655
33 51 8275
33 52 7951
33 53 9097
33 54 354
33 56 7683
33 57 5778
33 58 8844
33 59 1362
33 61 3527
33 63 9357
33 65 3912
33 67 1134
33 68 8341
33 70 5568
33 72 40
33 73 5867
33 77 197
33 79 6008
33 81 5369
33 83 2291
33 85 9203
33 87 6377
33 89 9723
33 90 8286
33 94 7688
33 97 2690
33 98 5300
34 37 6762
34 38 1391
34 40 7155
34 42 73
34 43 4372
34 46 9299
34 49 581
34 50 7501
34 51 198
34 53 4237
34 54 1845
34 56 4550
34 59 4502
34 61 9592
34 65 75
34 68 9491
34 72 4575
34 73 8135
34 74 4544
34 75 7489
34 76 3672
34 79 5878
34 81 7124
34 84 5141
34 86 111
34 89 9441
34 93 5318
34 94 6373
34 96 4894
34 99 6175
35 39 9218
35 40 6378
35 41 8760
35 42 4056
35 49 7970
35 50 4690
35 51 6667
35 53 973
35 54 178
35 56 4044
35 57 82
35 62 7066
35 63 561
35 65 2644
35 68 4045
35 69 1503
35 70 3367
35 72 5737
35 73 6907
35 74 1529
35 75 1774
35 77 797
35 78 3888
35 80 4533
35 81 2925
35 83 6129
35 85 6009
35 87 9386
35 88 5918
35 93 4150
36 40 6055
36 42 7625
36 44 8282
36 45 2954
36 46 2327
36 47 9688
36 49 2202
36 51 8593
36 52 4938
36 55 6599
36 56 9904
36 57 3729
36 60 8432
36 61 3135
36 67 1888
36 69 1299
36 71 5844
36 72 8928
36 73 5160
36 74 9964
36 76 8983
36 77 7574
36 78 2453
36 80 1460
36 83 9624
36 85 6319
36 86 705
36 88 4530
36 89 6575
36 90 1649
36 91 4764
36 92 8484
36 94 7295
36 95 9941
36 96 3131
36 98 8198
37 39 1593
37 43 236
37 44 1917
37 46 7598
37 49 1071
37 51 180
37 52 9147
37 53 9348
37 54 2393
37 56 6579
37 57 3901
37 61 151
37 68 3463
37 70 1086
37 72 4201
37 74 8936
37 76 2291
37 77 4203
37 78 8345
37 80 769
37 81 5197
37 83 4096
37 86 4357
37 87 4872
37 88 9631
37 89 2376
37 91 2202
37 92 8701
37 94 7075
37 98 7991
37 99 2103
38 39 8250
38 40 5458
38 42 7393
38 44 1730
38 45 1921
38 46 4168
38 49 3801
38 53 5666
38 54 8234
38 55 2442
38 58 1895
38 60 1264
38 63 9784
38 68 9959
38 69 7103
38 71 6620
38 72 5678
38 74 5399
38 75 5535
38 76 5928
38 79 782
38 81 1186
38 82 2533
38 84 1600
38 86 2782
38 88 9039
38 93 7572
38 94 1200
38 98 7972
38 99 7072
39 40 4801
39 43 3356
39 48 5937
39 54 6537
39 56 9735
39 59 544
39 62 155
39 64 3477
39 66 2532
39 69 8341
39 72 8051
39 73 414
39 76 5347
39 77 6997
39 78 3498
39 79 8955
39 80 8529
39 82 2292
39 88 4034
39 93 5074
39 95 8861
39 99 8182
40 41 6195
40 42 9066
40 43 3452
40 45 9255
40 46 1915
40 47 1920
40 48 4259
40 56 9171
40 57 1614
40 58 5670
40 60 3702
40 61 8982
40 62 5757
40 68 1910
40 72 4667
40 74 795
40 79 8099
40 82 9503
40 83 9873
40 84 4017
40 88 416
40 91 4089
40 92 9821
40 93 3063
40 94 8961
40 95 2209
40 96 8332
40 97 7012
41 45 1624
41 47 554
41 48 6453
41 49 5077
41 51 7669
41 52 3000
41 53 9848
41 55 9113
41 58 5294
41 59 2595
41 60 5678
41 62 9735
41 63 728
41 66 5562
41 70 1436
41 74 9386
41 75 3177
41 76 7312
41 77 6487
41 78 2393
41 79 5086
41 84 6189
41 85 6303
41 87 9040
41 89 4527
41 90 4716
41 94 2156
41 97 6342
41 99 1488
42 44 937
42 46 3306
42 49 6703
42 50 736
42 52 9354
42 55 2213
42 56 1108
42 57 2522
42 59 2359
42 60 8021
42 61 7098
42 62 4630
42 63 5041
42 65 1720
42 66 4518
42 67 1180
42 68 576
42 72 7300
42 74 3712
42 75 5903
42 77 7891
42 82 9533
42 87 1561
42 88 2601
42 89 1434
42 90 2917
42 92 8556
42 93 5407
42 94 2142
42 95 3571
42 98 29
42 99 2047
43 44 3944
43 45 6741
43 48 6530
43 49 8424
43 50 2909
43 55 5803
43 58 7109
43 59 8697
43 62 7704
43 63 324
43 64 9109
43 65 435
43 66 4885
43 68 9934
43 69 8788
43 70 585
43 71 5966
43 73 1743
43 74 6966
43 79 9598
43 80 976
43 82 2673
43 84 3143
43 86 2824
43 87 1115
43 88 1589
43 89 5369
43 90 9673
43 94 7927
43 95 4648
43 98 5145
44 45 6184
44 46 2128
44 50 9778
44 52 5325
44 54 9546
44 55 9880
44 57 5820
44 61 4945
44 64 5658
44 65 8650
44 67 4424
44 71 1803
44 72 756
44 73 1816
44 74 2113
44 75 4360
44 76 1273
44 80 9332
44 81 2189
44 83 1456
44 84 7377
44 89 4979
44 90 3356
44 93 6329
44 94 5744
44 95 1560
44 96 6398
44 97 3845
44 98 4213
44 99 1464
45 48 9644
45 55 1572
45 57 6739
45 60 2160
45 66 1931
45 69 9237
45 70 5431
45 74 3283
45 75 77
45 76 6810
45 77 4059
45 78 5687
45 80 4188
45 81 7216
45 84 6276
45 85 955
45 86 9889
45 89 6732
45 92 5838
45 93 5159
45 95 3569
45 96 9465
45 97 303
45 99 8911
46 48 2988
46 51 1398
46 52 235
46 54 7576
46 56 7715
46 59 6026
46 63 5712
46 64 8871
46 65 7228
46 66 1754
46 67 8255
46 69 4273
46 71 1449
46 75 7687
46 76 8890
46 78 7204
46 81 5385
46 83 7480
46 85 6630
46 87 5002
46 93 3182
46 96 1679
46 98 7189
47 50 9732
47 52 1688
47 53 5243
47 54 4810
47 56 7050
47 60 4356
47 63 1401
47 65 8589
47 70 9462
47 72 8276
47 73 3320
47 75 1634
47 78 9710
47 79 9503
47 80 3058
47 81 5249
47 82 1853
47 84 7637
47 85 8215
47 86 8272
47 87 2020
47 91 2167
47 92 4132
47 94 1530
47 96 544
47 98 873
48 49 847
48 50 4905
48 51 9010
48 52 4958
48 53 1596
48 54 1042
48 55 8693
48 57 9531
48 58 7671
48 59 211
48 61 4330
48 62 2630
48 66 5856
48 67 3203
48 69 7106
48 70 8684
48 71 5277
48 72 128
48 78 6351
48 80 4422
48 81 8208
48 85 4625
48 93 6023
48 94 7515
48 97 6888
49 50 7821
49 54 9401
49 59 1402
49 63 2144
49 69 4911
49 71 5704
49 74 6307
49 78 1879
49 79 7737
49 83 1642
49 85 1451
49 87 253
49 88 2420
49 90 2373
49 92 9224
49 95 7682
49 98 259
50 51 4062
50 54 2023
50 55 8361
50 60 1391
50 62 7209
50 64 2636
50 65 9236
50 66 3750
50 67 1878
50 69 1708
50 73 9224
50 74 5666
50 77 122
50 79 6552
50 80 8289
50 84 1275
50 87 2510
50 91 4676
50 93 8013
50 94 6819
50 95 4774
50 97 5527
50 99 9956
51 52 7413
51 54 9912
51 56 4901
51 58 6140
51 60 6272
51 61 3284
51 62 5244
51 65 8483
51 66 9790
51 67 479
51 68 2032
51 71 8166
51 72 6331
51 74 5903
51 82 5865
51 84 2130
51 89 1492
51 91 8488
51 92 2161
51 93 551
51 94 5923
51 99 5052
52 53 3293
52 54 9484
52 57 6816
52 58 7480
52 60 4035
52 65 9667
52 66 7314
52 67 1319
52 68 7748
52 73 5730
52 74 8571
52 75 9107
52 76 2965
52 85 4229
52 86 8419
52 87 7639
52 89 153
52 90 5860
52 92 292
52 93 4130
52 94 4169
52 95 3060
53 54 1270
53 55 6220
53 57 9379
53 58 8910
53 60 6464
53 61 7127
53 62 9738
53 63 4871
53 67 803
53 68 6183
53 71 5562
53 72 7080
53 75 9025
53 77 8866
53 79 9080
53 80 4428
53 81 6600
53 82 1578
53 86 8409
53 87 4912
53 88 863
53 91 110
53 93 9469
53 94 6207
53 96 9511
53 97 4514
53 98 5745
54 55 3382
54 56 951
54 57 9632
54 59 3394
54 60 7271
54 62 444
54 63 2660
54 65 279
54 67 8852
54 68 3968
54 70 7383
54 71 7331
54 73 6666
54 74 6929
54 75 5833
54 79 6813
54 81 9091
54 84 6044
54 86 8261
54 87 697
54 88 1251
54 91 1908
54 93 5739
54 96 9927
54 98 5440
54 99 8133
55 57 4165
55 58 5725
55 59 2528
55 64 1994
55 66 5736
55 68 6797
55 71 6997
55 73 7802
55 79 7942
55 81 2513
55 83 8533
55 85 2001
55 86 8760
55 90 5434
55 93 9438
55 95 6505
55 96 2029
56 60 4894
56 61 2219
56 62 1224
56 63 6799
56 65 9732
