109 2913
7 87 3329
7 89 331
7 92 1834
7 93 3198
7 95 4141
7 96 9266
7 99 7403
7 100 7340
7 101 2158
7 103 9479
7 104 1405
7 106 213
7 107 673
8 9 4854
8 10 5041
8 12 1136
8 14 1661
8 15 6647
8 17 6363
8 18 5622
8 19 9265
8 20 3297
8 21 15
8 23 4941
8 24 8358
8 25 3955
8 29 3329
8 30 3626
8 31 5957
8 35 8770
8 38 30
8 41 9352
8 43 8836
8 45 4239
8 47 5962
8 50 2446
8 52 2854
8 53 5113
8 54 7533
8 55 6858
8 56 7023
8 59 9498
8 61 9392
8 62 8744
8 63 2377
8 64 8650
8 65 470
8 66 5942
8 69 4731
8 70 8395
8 71 2141
8 74 1368
8 75 1837
8 76 4123
8 78 2796
8 81 1301
8 82 2163
8 83 6633
8 84 7985
8 85 187
8 86 8879
8 87 3675
8 93 4586
8 94 1662
8 95 8602
8 97 3387
8 99 3922
8 101 7639
8 103 5663
8 104 7238
8 106 1458
9 10 324
9 14 175
9 16 2113
9 18 1967
9 19 1270
9 20 6942
9 24 8718
9 25 7431
9 26 3799
9 28 7682
9 32 3672
9 36 9518
9 37 3160
9 40 9846
9 41 523
9 42 1619
9 44 9773
9 45 9978
9 49 40
9 51 4260
9 53 4505
9 54 3258
9 55 4503
9 56 8641
9 60 7287
9 61 8091
9 62 2287
9 63 422
9 64 8543
9 65 5902
9 67 1733
9 68 5548
9 69 9953
9 71 5408
9 74 3389
9 81 6459
9 83 3657
9 84 5551
9 85 4964
9 89 594
9 94 4071
9 95 1290
9 96 1507
9 99 9363
9 105 406
9 106 7032
9 108 9137
10 11 5640
10 13 8454
10 14 8294
10 15 9824
10 16 6427
10 17 1432
10 18 2432
10 19 9505
10 20 6867
10 21 4355
10 22 1647
10 23 6585
10 24 8742
10 29 1985
10 30 8928
10 31 2044
10 33 6259
10 36 5593
10 37 7055
10 40 5823
10 41 6643
10 42 7554
10 44 2236
10 46 4741
10 47 7662
10 49 9952
10 50 4339
10 52 3696
10 54 7753
10 55 7813
10 57 8803
10 62 7548
10 66 182
10 67 1144
10 68 593
10 70 9774
10 71 9928
10 73 594
10 77 4892
10 82 3239
10 90 1421
10 92 850
10 94 7016
10 96 2342
10 99 4130
10 100 5557
10 101 7335
10 102 8497
10 107 8057
11 17 7656
11 18 5545
11 19 2245
11 21 2249
11 22 2839
11 24 1056
11 25 4613
11 27 2981
11 31 5851
11 36 2139
11 38 8304
11 40 7633
11 42 8963
11 45 6172
11 47 427
11 51 3754
11 52 8813
11 54 8150
11 55 4230
11 58 3170
11 60 1715
11 63 9239
11 65 2879
11 67 4052
11 68 2329
11 69 5676
11 73 7802
11 74 2086
11 75 8276
11 76 1257
11 77 3231
11 81 9427
11 83 7832
11 85 8378
11 86 1585
11 87 8612
11 88 9457
11 90 9119
11 94 1634
11 96 6768
11 98 5298
11 104 618
11 105 9800
11 106 2229
11 108 4081
12 13 937
12 19 7936
12 20 6454
12 21 8254
12 22 3051
12 27 4681
12 28 2251
12 29 5081
12 30 5715
12 33 7764
12 35 3633
12 40 4565
12 43 6711
12 44 4442
12 45 1691
12 49 6238
12 50 9458
12 51 5512
12 52 5312
12 53 5215
12 58 9834
12 60 9980
12 61 8439
12 63 9947
12 70 6587
12 71 2431
12 72 5466
12 75 5034
12 77 4740
12 78 7382
12 84 9045
12 85 3054
12 88 1742
12 89 8892
12 90 462
12 91 6356
12 93 1410
12 95 8734
12 103 6579
13 14 1181
13 16 2936
13 18 1012
13 19 6444
13 20 2564
13 23 7194
13 26 9970
13 27 1071
13 32 298
13 33 4846
13 34 7072
13 35 1987
13 36 5293
13 41 3810
13 47 9765
13 48 3448
13 49 1765
13 50 3357
13 54 4245
13 57 9609
13 58 3403
13 59 3072
13 61 1915
13 62 8962
13 64 293
13 65 3932
13 67 7754
13 68 3635
13 69 4031
13 71 3052
13 74 2620
13 77 9861
13 79 2537
13 81 5130
13 84 1808
13 90 7420
13 91 3302
13 94 8665
13 95 4678
13 96 8665
13 103 1130
13 105 2135
13 106 4665
13 107 4518
13 108 3819
14 15 5680
14 16 5246
14 18 9654
14 19 45
14 22 3697
14 23 2089
14 26 9151
14 29 1309
14 31 2261
14 34 7918
14 36 6153
14 40 9173
14 41 8601
14 44 2120
14 45 4926
14 46 1229
14 47 8403
14 48 1257
14 49 562
14 53 3091
14 56 8157
14 58 664
14 59 1567
14 63 1446
14 64 2948
14 65 1019
14 67 1858
14 68 2210
14 70 8035
14 73 5391
14 74 860
14 75 1752
14 76 1765
14 78 6532
14 79 3422
14 80 6062
14 81 4727
14 83 554
14 85 7107
14 87 9416
14 88 2524
14 89 1393
14 93 3613
14 94 8581
14 97 970
14 98 4713
14 100 5388
14 101 6663
14 102 3482
14 103 8238
14 105 3388
14 106 6919
14 107 5162
15 16 3840
15 18 9593
15 19 7802
15 20 2268
15 22 2197
15 23 4684
15 24 6711
15 25 5596
15 26 6740
15 33 2296
15 34 8316
15 36 5078
15 37 6309
15 38 4787
15 39 2193
15 40 4676
15 41 1464
15 42 7348
15 45 4036
15 48 5660
15 50 9542
15 53 5578
15 55 2139
15 56 7053
15 57 2460
15 59 3599
15 61 2387
15 64 737
15 65 9485
15 68 9876
15 70 6143
15 73 6735
15 75 6494
15 76 7196
15 77 4904
15 79 3699
15 80 6716
15 82 6467
15 83 376
15 85 8278
15 86 6745
15 88 1814
15 89 5621
15 90 5164
15 92 2569
15 93 3726
15 94 7619
15 95 48
15 96 4461
15 98 9167
15 100 7020
15 106 9642
16 18 4166
16 22 4257
16 24 3288
16 26 4541
16 27 3431
16 28 3314
16 29 8191
16 30 9881
16 32 4468
16 34 4691
16 37 8331
16 39 7817
16 42 6802
16 45 560
16 46 4791
16 48 7567
16 53 1163
16 55 4154
16 56 8779
16 61 1396
16 62 4380
16 63 7778
16 68 1708
16 69 8658
16 70 1589
16 71 4903
16 72 5969
16 73 6000
16 74 8837
16 75 6995
16 77 3012
16 79 6922
16 82 3454
16 84 4187
16 86 7914
16 90 8090
16 91 5979
16 93 2325
16 95 1601
16 96 4378
16 97 4136
16 99 2059
16 100 8650
16 103 7657
17 22 7702
17 24 437
17 28 5628
17 29 6374
17 30 5046
17 34 6883
17 35 8286
17 36 371
17 37 6292
17 39 498
17 40 790
17 43 385
17 44 6210
17 45 8222
17 46 4209
17 47 7273
17 48 6730
17 49 9745
17 50 1961
17 52 2176
17 53 8747
17 54 8542
17 55 1592
17 56 1123
17 57 7883
17 58 9160
17 61 6855
17 63 6186
17 65 7867
17 67 8625
17 70 8197
17 71 8762
17 72 2006
17 75 8489
17 76 6741
17 77 445
17 78 6513
17 81 1091
17 82 3707
17 83 4747
17 84 2645
17 86 6014
17 87 8575
17 88 4640
17 90 9714
17 93 538
17 94 5326
17 97 3593
17 98 9725
17 100 4363
17 101 9757
17 104 8014
17 105 5038
17 107 6534
18 19 9408
18 22 2588
18 23 7131
18 25 6358
18 26 194
18 28 9598
18 29 7847
18 31 663
18 33 7561
18 38 4441
18 42 358
18 43 7461
18 44 2318
18 46 1978
18 47 789
18 48 1096
18 49 7800
18 51 2761
18 52 6158
18 53 3226
18 55 3449
18 56 7401
18 59 8232
18 62 8763
18 63 9249
18 64 4259
18 65 1968
18 66 6790
18 67 8482
18 69 2908
18 70 6838
18 74 4193
18 75 1607
18 79 2031
18 81 318
18 82 801
18 83 510
18 84 8500
18 85 922
18 87 4460
18 88 3213
18 91 2166
18 92 5481
18 93 4702
18 94 4321
18 96 3554
18 97 1665
18 98 5227
18 99 2932
18 100 7137
18 101 1627
18 104 3809
18 108 6295
19 21 7937
19 23 7883
19 25 3236
19 28 6444
19 29 8620
19 32 962
19 36 5240
19 37 6709
19 40 2712
19 41 1908
19 42 2612
19 44 6138
19 46 403
19 47 1105
19 49 7932
19 51 3266
19 52 1287
19 53 1649
19 54 939
19 58 4745
19 61 4168
19 63 7490
19 65 1224
19 70 7723
19 72 2805
19 73 3624
19 74 3309
19 76 6388
19 80 9496
19 82 4304
19 85 9317
19 87 6356
19 91 3434
19 93 3075
19 94 8771
19 95 6574
19 96 4132
19 97 6081
19 98 448
19 99 2426
19 103 482
19 106 2050
19 107 1755
20 24 191
20 30 3353
20 32 1115
20 39 7457
20 42 6663
20 44 9367
20 47 441
20 49 6653
20 50 5002
20 52 5269
20 54 2767
20 56 3939
20 58 393
20 64 5509
20 66 4479
20 68 1590
20 70 8618
20 72 9001
20 76 7155
20 77 789
20 78 2604
20 79 2534
20 80 703
20 82 2881
20 85 2727
20 86 2631
20 88 1565
20 94 342
20 95 1796
20 96 3605
20 102 1411
20 103 4076
20 104 8500
20 105 445
20 106 4515
20 108 220
21 22 5227
21 23 7750
21 25 1028
21 27 6805
21 32 7707
21 36 5635
21 37 2624
21 40 2033
21 42 2603
21 43 9725
21 44 5885
21 45 1832
21 47 8025
21 49 1719
21 56 1371
21 57 2919
21 58 749
21 61 3453
21 63 7946
21 64 2876
21 65 7288
21 67 9144
21 68 1874
21 71 3893
21 73 4893
21 75 2698
21 79 7140
21 80 2683
21 82 4999
21 84 976
21 86 1012
21 87 5324
21 88 5772
21 89 1893
21 90 4082
21 91 7559
21 94 5511
21 96 6036
21 100 1772
21 101 8632
21 102 7902
21 103 6040
21 105 7579
21 108 7645
22 23 8937
22 24 6125
22 26 3506
22 27 847
22 31 7276
22 33 204
22 38 3569
22 40 3009
22 41 5877
22 43 2338
22 45 6425
22 47 916
22 50 8102
22 51 954
22 55 9616
22 56 9209
22 58 6325
22 61 3038
22 63 8415
22 64 2746
22 68 915
22 71 4115
22 72 3386
22 73 2863
22 74 1001
22 76 8961
22 78 5301
22 79 5534
22 83 846
22 84 8805
22 87 6354
22 88 4562
22 89 946
22 92 9966
22 93 6406
22 94 8305
22 95 774
22 96 4331
22 99 8883
22 100 1521
22 103 5115
22 104 1759
22 106 6643
22 107 406
23 24 2479
23 25 9408
23 26 434
23 27 2048
23 29 1712
23 33 8814
23 37 6206
23 39 8544
23 40 5525
23 41 7644
23 42 3750
23 43 5422
23 47 4714
23 52 1904
23 55 6544
23 59 1741
23 61 2003
23 62 7905
23 63 9728
23 66 609
23 67 7383
23 68 682
23 70 738
23 71 4159
23 72 8668
23 73 3804
23 75 6847
23 76 6474
23 81 6596
23 83 1011
23 84 6541
23 85 2318
23 86 5706
23 87 8042
23 88 5076
23 89 4594
23 90 9846
23 91 2554
23 93 838
23 95 4477
23 98 1138
23 103 1197
23 106 3050
23 107 2747
24 26 6186
24 31 2122
24 33 8137
24 36 7953
24 39 6978
24 40 2439
24 43 2899
24 46 1608
24 48 7678
24 50 2597
24 52 6598
24 53 5165
24 54 7013
24 55 7983
24 56 8977
24 57 9330
24 58 8048
24 59 5003
24 60 5254
24 61 1304
24 63 1913
24 64 4425
24 68 6711
24 70 2146
24 71 6772
24 72 4541
24 75 2025
24 76 8401
24 77 7776
24 79 3256
24 82 8387
24 83 607
24 86 8774
24 88 1701
24 89 3823
24 90 1033
24 92 8924
24 93 6754
24 96 754
24 97 5861
24 98 6348
24 99 5543
24 100 1118
24 101 7340
25 26 6236
25 27 9170
25 31 3925
25 32 2334
25 34 6799
25 40 9827
25 41 7665
25 42 6870
25 46 6868
25 47 9475
25 48 1958
25 50 1850
25 53 1105
25 57 8853
25 58 3565
25 59 6200
25 60 9136
25 63 4680
25 65 4761
25 67 664
25 68 1807
25 70 2152
25 71 4449
25 72 1385
25 73 6612
25 74 5716
25 76 1548
25 77 6059
25 78 6570
25 79 1287
25 80 2556
25 82 7909
25 84 2507
25 85 1889
25 88 6379
25 89 281
25 91 2368
25 92 3984
25 94 9647
25 95 4126
25 97 7916
25 103 1601
25 104 1072
25 107 6591
26 27 4685
26 30 9624
26 32 3091
26 33 5122
26 34 4362
26 36 843
26 37 6072
26 38 8282
26 42 8310
26 43 2632
26 44 4260
26 45 7008
26 47 74
26 54 7250
26 56 636
26 57 3008
26 60 529
26 61 6456
26 64 9994
26 68 4712
26 69 7411
26 70 1401
26 72 7142
26 74 6140
26 75 7329
26 77 8886
26 79 8721
26 81 4839
26 82 6791
26 83 7481
26 85 9441
26 86 3843
26 87 2873
26 88 7705
26 90 7201
26 92 127
26 95 6109
26 97 9882
26 99 283
26 103 1045
26 104 4896
26 105 991
26 106 647
26 108 7375
27 30 1209
27 31 2255
27 33 5997
27 34 6659
27 36 3113
27 37 8742
27 38 567
27 39 548
27 40 9375
27 45 2442
27 46 5514
27 54 1597
27 59 5012
27 60 1057
27 61 8246
27 63 7439
27 66 3040
27 67 8986
27 69 6824
27 70 7411
27 71 9243
27 73 9352
27 74 5713
27 75 7193
27 78 4324
27 80 445
27 81 405
27 83 8059
27 86 514
27 90 1837
27 91 6361
27 93 5665
27 94 7568
27 95 3333
27 96 9518
27 97 499
27 99 6236
27 104 6507
27 105 4666
27 108 8215
28 29 5012
28 30 5842
28 32 3474
28 33 1530
28 34 2075
28 35 1121
28 36 5306
28 37 7821
28 38 8396
28 41 4678
28 43 6596
28 45 3852
28 46 2123
28 49 7905
28 50 2410
28 55 5780
28 56 8722
28 58 5180
28 59 1980
28 62 3459
28 64 6305
28 65 1685
28 66 2009
28 68 8205
28 71 4008
28 73 8760
28 75 7432
28 77 5171
28 81 132
28 82 8297
28 84 9281
28 86 4409
28 88 2470
28 89 7670
28 90 28
28 92 1781
28 95 5517
28 97 5276
28 99 4845
28 101 6175
28 104 1584
28 106 9152
28 107 5565
28 108 761
29 31 2172
29 33 6074
29 34 810
29 36 8428
29 37 8008
29 38 7556
29 41 8157
29 43 244
29 45 7693
29 47 3073
29 48 7912
29 49 8977
29 50 6765
29 51 9802
29 55 5789
29 56 1403
29 57 6526
29 59 3943
29 60 985
29 61 7474
29 62 1781
29 63 108
29 65 6883
29 66 7866
29 67 593
29 68 8353
29 70 9714
29 72 1895
29 74 4928
29 76 2214
29 77 3116
29 79 1373
29 81 6016
29 82 6054
29 86 336
29 88 4720
29 90 959
29 92 3172
29 94 1373
29 96 1173
29 98 3506
29 99 7519
29 103 5576
29 106 3809
29 107 8032
30 33 27
30 34 1573
30 36 8631
30 38 7951
30 39 4009
30 42 2827
30 45 7202
30 46 3612
30 47 583
30 49 3635
30 50 4803
30 52 9384
30 55 3043
30 57 1801
30 61 3795
30 64 2975
30 68 7964
30 69 6469
30 70 1256
30 71 5213
30 72 9390
30 75 2197
30 77 9519
30 80 8484
30 82 9807
30 85 7259
30 89 700
30 90 1427
30 92 6957
30 95 3676
30 99 4152
30 100 8518
30 101 4106
30 102 8982
31 32 5945
31 33 6194
31 34 3322
31 36 585
31 37 9031
31 39 3639
31 40 9722
31 45 1971
31 46 7059
31 48 3173
31 51 7796
31 52 9633
31 53 722
31 55 493
31 56 9085
31 57 9221
31 58 2336
31 60 4777
31 61 7566
31 63 8008
31 64 6572
31 66 1306
31 68 8881
31 70 5372
31 71 1561
31 76 7978
31 86 9780
31 88 2103
31 90 5037
31 91 4142
31 92 9092
31 93 3903
31 95 383
31 97 6932
31 98 1287
31 101 3592
31 102 3976
31 103 187
31 106 9577
31 107 3718
32 37 8435
32 39 2551
32 41 5550
32 42 4151
32 43 2741
32 44 8070
32 46 400
32 47 7214
32 48 2396
32 50 2246
32 53 2141
32 55 7799
32 56 4709
32 58 7827
32 59 7670
32 60 6868
32 61 5947
32 62 7737
32 64 2220
32 65 7877
32 66 482
32 68 8824
32 71 2728
32 75 7133
32 76 8521
32 78 4141
32 81 3414
32 83 1840
32 84 5336
32 85 5391
32 86 7063
32 88 8968
32 89 9947
32 93 1189
32 100 6259
32 102 4830
32 104 9718
32 106 4263
32 108 6325
33 34 1174
33 35 1103
33 37 9563
33 38 5496
33 40 7621
33 43 6456
33 44 3225
33 45 3082
33 46 5040
33 48 763
33 49 1350
33 51 3222
33 55 4727
33 56 4037
33 57 4758
33 58 7168
33 60 1814
33 62 4070
33 63 8660
33 64 6411
33 67 4240
33 71 1517
33 72 334
33 73 9145
33 76 614
33 78 4824
33 81 4604
33 86 599
33 87 2193
33 89 8703
33 90 6356
33 92 4440
33 93 6865
33 94 6905
33 97 5658
33 99 2998
33 100 7501
33 102 6679
33 104 8874
33 106 5192
34 37 5883
34 38 7891
34 42 1364
34 43 9654
34 44 9475
34 47 606
34 52 6738
34 58 7827
34 60 3846
34 63 41
34 66 5327
34 68 3790
34 70 8684
34 73 1263
34 76 6920
34 77 8760
34 80 2527
34 81 8721
34 82 8191
34 83 8642
34 84 8931
34 86 7789
34 92 4371
34 97 2200
34 99 8056
34 103 6238
34 104 5088
34 105 8470
34 106 8051
34 108 7737
35 36 2850
35 37 8259
35 38 3738
35 46 3300
35 47 8964
35 48 8738
35 50 6427
35 51 9666
35 52 2797
35 58 1708
35 62 6642
35 64 7070
35 69 4101
35 72 9031
35 73 2370
35 74 7266
35 78 6635
35 81 8982
35 82 8713
35 83 4084
35 84 3786
35 85 8335
35 86 4912
35 87 7730
35 93 4678
35 95 4110
35 96 1137
35 97 5359
35 99 239
35 100 2775
35 101 6423
35 103 1661
35 106 1828
35 107 6949
35 108 2476
36 38 679
36 39 7065
36 42 3264
36 46 5308
36 50 9873
36 51 2033
36 52 520
36 53 8147
36 54 898
36 55 3355
36 60 7061
36 61 1981
36 63 3192
36 65 4859
36 66 4140
36 70 982
36 73 855
36 75 9474
36 77 7100
36 79 1905
36 82 2105
36 83 2501
36 85 891
36 88 8457
36 89 6308
36 90 1929
36 92 9333
36 93 3312
36 94 2098
36 95 2668
36 96 3912
36 98 6173
36 99 6764
36 100 9113
36 101 3157
36 105 6669
36 107 3202
36 108 5129
37 39 4478
37 44 8892
37 49 2255
37 50 3957
37 51 5312
37 52 9092
37 54 2504
37 55 8431
37 56 8512
37 57 2406
37 60 7967
37 61 8864
37 62 2154
37 63 2901
37 66 1987
37 67 6242
37 68 9929
37 73 3488
37 76 1491
37 77 8467
37 80 760
37 81 7104
37 82 9006
37 83 2515
37 84 8509
37 86 4552
37 87 4766
37 88 6061
37 89 9551
37 91 1730
37 92 398
37 97 3497
37 98 4308
37 100 5795
37 102 6335
37 104 2081
37 105 6685
37 106 5525
37 107 6008
37 108 3620
38 42 2405
38 43 9659
38 46 7702
38 48 6862
38 49 2782
38 53 9789
38 55 819
38 57 6044
38 58 5006
38 60 9415
38 64 8483
38 67 7693
38 68 899
38 70 5236
38 74 4331
38 75 5154
38 76 9739
38 77 5741
38 78 9441
38 79 5510
38 83 4600
38 84 885
38 86 7622
38 87 1148
38 92 8142
38 93 6794
38 96 2768
38 97 2518
38 98 2716
38 99 6909
38 100 2286
38 101 4546
38 102 2404
38 105 5987
39 43 5221
39 45 7183
39 48 3036
39 54 4606
39 57 7417
39 58 2984
39 62 4584
39 63 7731
39 64 5371
39 65 5868
39 66 9355
39 68 5869
39 69 47
39 72 2502
39 73 2293
39 74 6292
39 77 7691
39 80 4977
39 81 6282
39 83 4142
39 84 5128
39 85 2559
39 87 4452
39 89 3458
39 92 2008
39 93 6853
39 95 3763
39 97 6258
39 100 4137
39 104 712
39 105 6435
39 106 5714
39 107 8529
39 108 3098
40 42 9960
40 44 919
40 48 4106
40 49 7439
40 51 406
40 54 6262
40 56 4328
40 58 8737
40 60 646
40 66 380
40 69 9476
40 71 5545
40 75 6907
40 77 5008
40 78 4470
40 79 5335
40 81 3601
40 85 2899
40 88 4350
40 90 745
40 95 4872
40 97 7388
40 98 5280
40 100 1682
40 103 1208
40 104 9653
40 105 5305
40 106 6899
40 107 4744
41 42 1417
41 43 3979
41 44 2030
41 45 4953
41 49 670
41 50 1405
41 52 9927
41 54 9095
41 56 3859
41 58 4275
41 59 9006
41 60 4364
41 61 7171
41 62 3337
41 63 4455
41 64 8513
41 66 843
41 67 7107
41 68 3280
41 70 7433
41 71 3883
41 75 7981
41 76 4199
41 78 748
41 79 1548
41 80 9579
41 81 2314
41 87 6172
41 89 4373
41 90 7187
41 94 1706
41 102 8058
41 103 9921
41 106 9582
42 43 2436
42 47 1686
42 52 9492
42 56 2773
42 62 5878
42 64 4333
42 67 1801
42 71 557
42 72 6831
42 76 8883
42 78 1065
42 80 3438
42 81 4185
42 83 477
42 85 4940
42 88 3544
42 91 4229
42 93 3412
42 96 1671
42 97 5659
42 102 3578
42 104 978
42 106 3068
42 107 4741
42 108 4809
43 44 6613
43 46 4903
43 50 9033
43 51 6914
43 54 3953
43 56 478
43 57 8608
43 61 7885
43 64 5967
43 68 5518
43 70 8223
43 71 9429
43 72 1886
43 74 3455
43 76 3657
43 77 8282
43 79 4977
43 81 9216
43 83 4229
43 85 6544
43 86 4048
43 87 1241
43 90 7401
43 91 3973
43 92 6995
43 93 6661
43 96 5590
43 97 584
43 99 9806
43 107 9271
44 45 1167
44 50 7130
44 52 6823
44 53 1738
44 54 6056
44 55 8275
44 60 782
44 61 8338
44 62 5964
44 65 8251
44 66 825
44 68 720
44 73 4317
44 74 1025
44 75 6718
44 76 4376
44 81 6770
44 82 697
44 83 8771
44 84 747
44 93 1765
44 94 9214
44 95 6933
44 97 7242
44 98 1436
44 100 5296
44 101 7103
44 102 1608
44 103 7184
44 108 1878
45 46 386
45 48 66
45 49 4926
45 51 5059
45 52 3304
45 53 2908
45 54 5953
45 58 5009
45 59 7651
45 62 1833
45 63 3159
45 66 789
45 68 1697
45 70 8675
45 71 7894
45 72 155
45 73 3957
45 77 638
45 78 8014
45 79 9014
45 82 9120
45 84 4716
45 85 2332
45 87 2117
45 88 9452
45 89 5719
45 91 7565
45 92 2544
45 93 8343
45 95 6480
45 96 6635
45 98 4809
45 99 1052
45 101 8573
45 103 7014
45 104 1310
45 106 9537
45 107 9953
46 47 191
46 48 4261
46 49 8404
46 53 9349
46 55 771
46 58 5214
46 60 700
46 61 614
46 62 4048
46 65 1926
46 67 8037
46 70 1970
46 72 1497
46 73 1291
46 75 4916
46 76 5385
46 77 2945
46 82 2988
46 84 6079
46 86 4361
46 89 3094
46 91 591
46 97 2354
46 99 9199
46 101 5603
46 103 327
46 104 2695
46 108 1144
47 50 6974
47 52 6020
47 53 4792
47 60 8313
47 61 9740
47 62 5204
