194 9355
9 47 3650
9 48 3942
9 49 6148
9 52 5773
9 54 9615
9 56 1423
9 58 8585
9 61 3546
9 62 3694
9 63 6819
9 66 795
9 67 1506
9 68 1499
9 69 2590
9 72 9004
9 73 6156
9 74 9624
9 75 5127
9 77 8863
9 78 1858
9 79 8777
9 81 5048
9 84 583
9 85 708
9 88 7614
9 89 1967
9 91 7540
9 92 6917
9 95 8773
9 96 4684
9 98 6840
9 100 8723
9 103 124
9 104 6801
9 106 6948
9 107 342
9 109 5948
9 110 3641
9 112 8997
9 114 1577
9 119 1992
9 123 705
9 124 4665
9 125 9868
9 127 9110
9 128 5964
9 129 7227
9 130 9561
9 132 5917
9 133 6355
9 134 4335
9 136 4260
9 137 4751
9 140 7388
9 143 9161
9 144 3118
9 145 4608
9 146 8731
9 147 3009
9 148 6846
9 150 7600
9 151 5352
9 155 3892
9 156 6441
9 160 2915
9 162 1779
9 163 6421
9 164 2297
9 165 5293
9 166 27
9 168 9474
9 169 3007
9 172 7514
9 173 3018
9 174 7096
9 175 7522
9 177 2370
9 178 3875
9 179 1154
9 180 8451
9 181 6695
9 182 8032
9 185 9331
9 189 8090
9 191 7289
9 193 3701
10 12 956
10 15 8882
10 16 2265
10 19 3629
10 23 7117
10 24 8374
10 27 6255
10 28 7245
10 29 4424
10 31 1733
10 33 6146
10 34 8719
10 36 2577
10 38 7021
10 39 6114
10 40 5566
10 41 8651
10 45 6591
10 48 3488
10 50 930
10 52 3854
10 57 9999
10 59 4156
10 60 4574
10 61 6559
10 63 7801
10 67 4874
10 69 5767
10 72 1358
10 74 4623
10 78 8646
10 80 7178
10 81 7580
10 82 5838
10 83 4695
10 84 8973
10 85 9990
10 86 3113
10 90 5834
10 93 7539
10 94 7294
10 99 1131
10 105 6004
10 107 529
10 114 829
10 117 8256
10 119 6456
10 122 8406
10 124 5395
10 125 6752
10 127 6419
10 129 7390
10 131 1554
10 133 5057
10 139 7116
10 141 9677
10 143 8525
10 145 8050
10 147 6988
10 151 5482
10 152 3913
10 153 6785
10 154 3695
10 155 3150
10 157 6987
10 160 490
10 161 644
10 163 4164
10 169 3561
10 170 9561
10 171 3712
10 177 704
10 178 5467
10 179 3864
10 180 892
10 181 8375
10 183 7664
10 184 3853
10 185 9797
10 187 8076
10 189 7781
11 12 7628
11 16 5662
11 17 1836
11 20 2845
11 22 2267
11 23 2597
11 24 26
11 25 1728
11 27 948
11 29 9334
11 36 4053
11 37 3339
11 38 6957
11 41 4381
11 43 5391
11 44 3102
11 45 9915
11 47 5935
11 48 1614
11 51 6369
11 53 758
11 55 9223
11 59 2820
11 60 317
11 62 6126
11 64 8572
11 66 5429
11 67 1265
11 68 6532
11 69 8066
11 70 6629
11 71 5146
11 74 1252
11 76 4788
11 80 733
11 81 6195
11 82 901
11 83 4943
11 85 7741
11 88 9375
11 89 4287
11 90 6263
11 92 1850
11 93 3482
11 97 8756
11 99 5818
11 104 2735
11 106 1641
11 107 4586
11 109 9365
11 111 1761
11 113 6010
11 116 7122
11 117 8136
11 121 3386
11 122 9360
11 124 461
11 127 1344
11 129 1027
11 130 4380
11 134 8264
11 137 3114
11 138 8403
11 139 6290
11 140 1131
11 142 5489
11 144 2187
11 145 3672
11 149 8724
11 150 2370
11 153 4587
11 154 6122
11 155 8046
11 158 7489
11 159 2203
11 160 6083
11 161 8651
11 162 7500
11 165 9087
11 166 6501
11 169 4795
11 170 1553
11 172 7861
11 173 598
11 175 1780
11 176 3152
11 177 4388
11 178 1182
11 180 3567
11 184 1877
11 188 5515
11 190 5124
11 191 2731
11 192 3644
11 193 9632
12 13 277
12 17 5968
12 22 6570
12 25 535
12 29 2377
12 31 3634
12 32 5936
12 33 6580
12 36 4324
12 37 3976
12 38 573
12 40 8209
12 41 7653
12 42 8486
12 43 193
12 45 7403
12 46 7827
12 51 8109
12 53 8999
12 54 1223
12 55 2134
12 56 9020
12 57 8416
12 58 6406
12 59 7062
12 60 6378
12 61 3313
12 63 8747
12 65 3300
12 68 8171
12 73 8300
12 76 8587
12 77 3425
12 80 1028
12 85 6100
12 87 1429
12 90 9725
12 93 2127
12 94 9498
12 97 8216
12 100 9092
12 102 6977
12 104 8898
12 106 2190
12 107 7833
12 108 8207
12 109 1599
12 110 1143
12 111 7345
12 112 7345
12 113 2336
12 114 8681
12 115 1308
12 117 4285
12 118 1247
12 122 9652
12 124 62
12 125 1238
12 126 2793
12 129 8814
12 130 960
12 131 3081
12 133 599
12 136 8817
12 137 7855
12 140 7228
12 142 8730
12 143 473
12 144 6719
12 146 251
12 147 5160
12 150 6459
12 151 8642
12 152 6877
12 153 7786
12 154 6120
12 155 3829
12 163 9507
12 164 9100
12 168 5727
12 169 5620
12 171 8998
12 177 9195
12 178 4185
12 179 1149
12 183 5707
12 184 8143
12 185 7022
12 187 1935
12 190 1491
13 14 42
13 15 1486
13 16 8885
13 17 6045
13 20 3433
13 22 7307
13 24 2254
13 25 329
13 27 6922
13 28 1568
13 29 9305
13 30 3997
13 31 4374
13 33 8026
13 34 6432
13 35 5208
13 36 8930
13 37 1673
13 39 20
13 41 2052
13 42 9697
13 45 9930
13 46 6983
13 48 4646
13 49 5798
13 51 8545
13 52 4603
13 54 2346
13 60 2803
13 61 1126
13 64 2486
13 66 4788
13 69 1297
13 71 3741
13 72 4161
13 73 1022
13 75 6899
13 76 2785
13 77 8375
13 81 3647
13 82 7594
13 83 794
13 84 1969
13 86 4137
13 93 1112
13 95 639
13 96 4914
13 99 755
13 100 9
13 103 5667
13 107 2192
13 108 143
13 109 246
13 111 4413
13 113 8179
13 114 2831
13 116 3810
13 118 212
13 120 5462
13 121 2736
13 122 9347
13 124 8315
13 125 8743
13 126 5353
13 127 4842
13 129 6466
13 131 5364
13 134 1371
13 136 1365
13 138 3099
13 142 2435
13 143 2279
13 144 935
13 145 2634
13 147 9859
13 150 6338
13 151 5318
13 153 1802
13 154 5929
13 156 2496
13 157 2454
13 158 9179
13 159 7312
13 160 5670
13 165 7993
13 166 8132
13 174 5782
13 179 2454
13 180 2605
13 181 6602
13 183 2710
13 186 5248
13 187 9486
13 189 3865
13 190 2552
13 191 185
13 193 9089
14 15 6646
14 16 4550
14 19 7432
14 21 2237
14 22 4986
14 24 5480
14 27 1983
14 31 5987
14 32 4078
14 34 8243
14 35 5478
14 36 7979
14 37 6721
14 38 6640
14 40 9607
14 45 4610
14 46 6033
14 49 3851
14 50 2254
14 51 9838
14 53 8575
14 54 5673
14 55 746
14 56 5262
14 57 2944
14 58 7581
14 59 339
14 62 4758
14 64 6726
14 66 6956
14 67 1696
14 70 6888
14 71 871
14 76 2740
14 77 3646
14 79 464
14 80 7088
14 83 3627
14 85 2762
14 86 1624
14 87 6555
14 89 3549
14 92 8464
14 94 3134
14 96 2252
14 98 8942
14 102 672
14 103 4961
14 105 7814
14 107 9287
14 109 7625
14 110 2443
14 111 866
14 113 9713
14 116 3357
14 118 6695
14 120 5171
14 122 728
14 125 4948
14 127 7624
14 128 8143
14 129 4927
14 131 775
14 133 3416
14 134 1044
14 136 1474
14 137 8043
14 138 1236
14 141 8136
14 143 6104
14 145 8351
14 147 9391
14 148 1884
14 149 703
14 150 4799
14 151 9619
14 155 6644
14 156 1236
14 157 5711
14 159 1230
14 160 2614
14 161 5984
14 162 6619
14 163 325
14 165 2282
14 166 4258
14 167 8448
14 168 2790
14 170 5164
14 172 9739
14 174 896
14 176 4944
14 177 3035
14 179 3529
14 181 6354
14 182 3274
14 186 1905
14 188 2244
14 190 4018
14 192 3180
15 16 6021
15 18 1399
15 20 9630
15 21 3580
15 25 9207
15 28 3147
15 29 5987
15 33 8767
15 34 4778
15 36 5184
15 38 2878
15 39 2651
15 42 9554
15 45 4585
15 46 208
15 47 300
15 49 8179
15 50 4370
15 52 1678
15 55 8765
15 57 6428
15 61 6927
15 64 377
15 68 2348
15 69 5225
15 70 392
15 71 8785
15 72 6269
15 75 8415
15 77 3987
15 80 4830
15 82 7066
15 85 8014
15 89 2784
15 90 649
15 92 7489
15 95 5642
15 99 9874
15 100 9651
15 101 6481
15 102 7973
15 109 3238
15 110 9999
15 111 8141
15 113 8654
15 114 5479
15 116 3360
15 117 6820
15 122 2198
15 123 3731
15 125 951
15 128 769
15 129 1933
15 130 9715
15 132 9413
15 133 5560
15 134 4768
15 135 1069
15 137 9469
15 138 8449
15 140 4270
15 141 8227
15 143 8340
15 145 4911
15 147 7575
15 148 2560
15 153 6618
15 163 1361
15 165 279
15 167 4642
15 168 9923
15 169 1439
15 170 6039
15 172 7931
15 174 6097
15 175 7673
15 178 6149
15 179 8548
15 180 3374
15 183 1115
15 184 5403
15 190 3016
15 192 6615
16 17 4363
16 18 7967
16 19 2145
16 20 5669
16 22 9263
16 23 5948
16 24 3645
16 26 7527
16 29 18
16 31 4872
16 32 3560
16 34 1442
16 35 339
16 36 9089
16 37 5367
16 38 9752
16 40 1682
16 41 9419
16 42 7261
16 44 5079
16 47 2166
16 51 4306
16 52 8342
16 54 5679
16 57 3891
16 59 9267
16 60 9291
16 61 1891
16 62 6396
16 64 5588
16 65 4622
16 69 8309
16 76 2685
16 78 1545
16 80 8470
16 82 3947
16 84 2356
16 85 7735
16 86 6887
16 88 7161
16 89 3385
16 91 8520
16 94 2246
16 95 4175
16 96 727
16 97 1997
16 99 8069
16 100 3992
16 102 4951
16 106 3347
16 107 8455
16 108 1703
16 109 7763
16 111 8736
16 113 2592
16 114 7955
16 115 2093
16 118 6441
16 122 117
16 123 8953
16 124 9963
16 127 8568
16 129 1517
16 132 6973
16 137 5770
16 138 7760
16 140 9217
16 141 3081
16 143 9740
16 144 6771
16 145 4490
16 148 9291
16 150 6686
16 151 7899
16 153 6090
16 155 8679
16 157 3794
16 162 3266
16 163 9310
16 167 7059
16 168 432
16 169 9835
16 172 8641
16 177 7146
16 183 5299
16 185 4670
16 188 253
16 191 37
16 193 3855
17 19 7849
17 22 6479
17 25 5142
17 26 5094
17 29 190
17 30 4141
17 31 9558
17 32 3769
17 33 131
17 35 200
17 41 9902
17 46 6936
17 48 5617
17 52 8901
17 53 7279
17 54 9036
17 55 7984
17 57 7938
17 58 2048
17 59 3311
17 60 8910
17 68 2291
17 69 6487
17 70 8889
17 72 3912
17 73 4433
17 74 7844
17 80 1050
17 84 411
17 86 1673
17 91 7344
17 94 4221
17 95 2783
17 96 8425
17 100 3048
17 103 5360
17 104 3879
17 105 7147
17 106 2408
17 107 4548
17 108 700
17 109 8818
17 115 6054
17 117 3157
17 118 9196
17 119 1807
17 121 898
17 122 7021
17 123 54
17 125 3182
17 128 2039
17 129 7655
17 130 9033
17 132 1718
17 133 7452
17 136 8553
17 140 5891
17 144 9937
17 145 6492
17 146 3037
17 147 365
17 148 6862
17 149 3582
17 154 3843
17 155 7621
17 157 7341
17 159 3137
17 160 2502
17 164 4998
17 167 401
17 169 477
17 171 7967
17 173 1394
17 176 6538
17 177 3169
17 179 3897
17 182 5574
17 183 6245
17 184 9231
17 186 5640
17 187 5984
17 188 4062
17 189 9964
17 190 2875
17 192 5929
17 193 8644
18 19 5639
18 20 4621
18 24 8620
18 26 2274
18 27 5289
18 29 1511
18 34 5520
18 39 8774
18 40 6359
18 41 4252
18 42 3450
18 44 7641
18 45 7256
18 46 7
18 47 1680
18 50 5860
18 51 3004
18 52 6809
18 53 1666
18 56 2372
18 57 4561
18 58 4094
18 63 1972
18 66 7631
18 67 6993
18 70 579
18 71 8967
18 72 3546
18 73 7730
18 74 4782
18 76 4447
18 77 5705
18 78 5387
18 79 704
18 81 1630
18 82 4728
18 87 136
18 88 8364
18 90 3289
18 92 8254
18 94 4394
18 95 4398
18 96 2628
18 97 5373
18 98 5856
18 102 4941
18 103 5860
18 106 9477
18 108 592
18 109 4268
18 113 4207
18 115 3911
18 117 4317
18 118 3505
18 120 765
18 124 2236
18 127 4377
18 128 5908
18 130 8549
18 134 2265
18 135 9194
18 136 4993
18 137 3199
18 138 499
18 139 7949
18 143 3744
18 144 3162
18 146 5818
18 147 1169
18 152 3367
18 153 8407
18 156 5000
18 157 6038
18 158 1615
18 159 4396
18 160 9611
18 161 3594
18 162 4286
18 165 1487
18 172 2579
18 174 2650
18 177 8544
18 183 9994
18 186 7099
18 187 3112
18 191 4128
18 192 5603
18 193 9121
19 20 99
19 21 9736
19 23 5635
19 24 5409
19 27 1840
19 28 1176
19 29 173
19 32 9743
19 35 2872
19 36 3036
19 38 9194
19 39 4452
19 40 6130
19 42 9887
19 44 4449
19 47 5371
19 48 8122
19 50 934
19 52 3631
19 55 4042
19 59 6430
19 60 5796
19 61 7168
19 62 1804
19 63 4400
19 65 2176
19 67 4061
19 71 955
19 72 7602
19 74 4437
19 77 7752
19 79 6145
19 81 4401
19 83 7055
19 89 4920
19 92 3984
19 94 1862
19 98 9191
19 100 2522
19 101 8403
19 102 9402
19 104 2677
19 108 9025
19 111 210
19 113 4757
19 118 613
19 120 5732
19 121 2111
19 123 2630
19 126 8329
19 127 9588
19 128 7642
19 129 4658
19 130 3980
19 132 3761
19 133 6966
19 134 2922
19 135 1062
19 139 2183
19 140 2739
19 142 189
19 144 3552
19 146 9859
19 148 9988
19 149 4246
19 150 5141
19 151 6578
19 152 6835
19 153 8831
19 154 7411
19 156 6538
19 157 6229
19 158 2627
19 160 1536
19 161 1247
19 165 6817
19 166 6506
19 168 3074
19 169 2991
19 170 6214
19 171 6364
19 177 1777
19 179 7168
19 180 1512
19 184 1228
19 192 8816
19 193 5046
20 23 736
20 26 337
20 30 1140
20 35 4973
20 39 7345
20 45 9653
20 47 4567
20 50 8082
20 54 8220
20 55 6514
20 59 9529
20 61 8641
20 63 761
20 64 8056
20 66 8646
20 68 4261
20 71 1318
20 74 144
20 76 6868
20 79 675
20 80 9060
20 85 978
20 87 5577
20 89 5558
20 90 4227
20 91 3419
20 92 3024
20 94 4556
20 98 3307
20 99 3640
20 102 5389
20 104 2090
20 105 2188
20 109 531
20 112 814
20 116 5623
20 118 4329
20 119 2701
20 120 7399
20 122 4971
20 124 7410
20 125 2404
20 127 198
20 129 4028
20 131 7457
20 133 4544
20 134 1303
20 135 8121
20 138 670
20 139 5076
20 140 4421
20 141 4838
20 144 158
20 145 4482
20 147 7612
20 155 8211
20 157 9279
20 162 1931
20 164 182
20 165 5705
20 166 9210
20 167 9014
20 172 2640
20 173 5427
20 174 4250
20 177 1096
20 178 3501
20 180 6578
20 185 1224
20 186 3372
20 187 4617
20 188 4088
20 193 7942
21 22 9741
21 23 6262
21 24 9589
21 33 8705
21 34 4765
21 35 9972
21 37 7312
21 38 562
21 40 1774
21 41 5535
21 42 4225
21 43 5334
21 48 7906
21 49 865
21 51 8910
21 52 3105
21 54 1026
21 55 9238
21 56 3486
21 57 8072
21 61 2931
21 62 2719
21 65 7615
21 66 7425
21 69 3333
21 71 3618
21 73 311
21 74 5830
21 75 3109
21 76 2046
21 80 2562
21 81 7585
21 82 8835
21 85 8752
21 87 4901
21 88 7141
21 90 5632
21 91 542
21 92 5956
21 94 8962
21 95 5953
21 96 4061
21 98 5243
21 99 3571
21 101 6105
21 102 3276
21 104 5030
21 106 7153
21 107 8902
21 109 8214
21 110 8185
21 112 3190
21 113 5951
21 114 3552
21 118 2601
21 120 6070
21 123 4393
21 125 9707
21 126 9208
21 127 1527
21 130 8901
21 132 2415
21 135 6360
21 137 682
21 138 6049
21 140 6088
21 141 2511
21 142 3254
21 147 4494
21 149 1053
21 151 7371
21 154 9940
21 156 7110
21 162 3505
21 164 3044
21 166 6191
21 168 5946
21 169 5405
21 173 8521
21 176 9416
21 178 3350
21 179 234
21 186 382
21 187 3175
21 188 7466
21 189 6801
