126 3883
3 107 8686
3 108 2155
3 109 3058
3 112 4009
3 116 6782
3 118 8312
3 121 5852
3 123 8735
4 5 3041
4 6 9804
4 8 761
4 9 6378
4 11 5244
4 13 5577
4 19 3683
4 20 1241
4 24 1491
4 25 7891
4 26 1980
4 28 9452
4 31 7965
4 32 1530
4 33 5843
4 34 7216
4 35 3732
4 43 4780
4 47 4015
4 51 6524
4 52 8286
4 54 1379
4 56 3522
4 61 798
4 62 284
4 63 4706
4 65 3111
4 66 4062
4 67 3047
4 68 9771
4 69 1924
4 71 7709
4 77 1369
4 79 464
4 82 6618
4 85 3520
4 89 1144
4 90 5399
4 91 9206
4 96 1693
4 98 2015
4 100 9
4 103 6344
4 105 6127
4 107 9481
4 110 5188
4 111 3342
4 112 7016
4 115 2896
4 116 4756
4 118 7412
4 119 671
4 124 9922
4 125 2470
5 6 4085
5 8 7756
5 18 2791
5 19 1813
5 20 8238
5 23 9233
5 25 9649
5 27 207
5 29 2474
5 30 4968
5 31 1501
5 32 1282
5 33 7268
5 36 3785
5 37 9885
5 38 164
5 40 4349
5 41 6373
5 42 7145
5 43 6901
5 44 9947
5 45 6788
5 46 5694
5 47 2101
5 49 5020
5 50 3088
5 52 4995
5 53 5555
5 55 853
5 59 1695
5 60 9678
5 61 8065
5 62 4050
5 65 7521
5 68 4721
5 69 3708
5 71 1741
5 72 3923
5 74 1367
5 75 711
5 76 2359
5 78 8540
5 80 3070
5 85 31
5 86 2722
5 87 6768
5 88 3145
5 89 204
5 91 4376
5 92 9014
5 93 5594
5 95 6497
5 97 7231
5 99 1874
5 100 4536
5 101 9543
5 102 1433
5 105 8293
5 108 8744
5 109 1352
5 112 459
5 116 2756
5 119 8670
5 121 7192
5 122 899
5 123 6740
5 124 7167
6 7 5790
6 8 7753
6 10 3697
6 13 3069
6 14 417
6 15 9612
6 16 1796
6 18 8556
6 20 6093
6 25 9941
6 26 5908
6 27 222
6 29 8112
6 30 5071
6 31 6025
6 32 4142
6 33 3034
6 35 5068
6 36 2999
6 38 5703
6 41 8257
6 42 7504
6 44 2685
6 50 1686
6 51 1372
6 54 4301
6 55 998
6 62 3865
6 64 1131
6 66 1157
6 67 949
6 68 6169
6 69 7305
6 73 8736
6 75 5477
6 79 6387
6 80 8521
6 82 5962
6 86 9038
6 88 466
6 91 5879
6 92 2252
6 94 7932
6 95 5680
6 98 9019
6 99 7790
6 100 5009
6 102 5084
6 103 22
6 105 4580
6 106 5223
6 108 2220
6 109 4700
6 111 1548
6 113 7932
6 114 496
6 116 6409
6 117 7173
6 118 5342
6 119 7167
6 120 9142
6 122 3831
6 123 3432
6 124 3093
7 10 6520
7 11 8641
7 12 4754
7 16 9807
7 19 3226
7 22 5620
7 24 8791
7 26 3164
7 28 5373
7 31 4826
7 33 8163
7 34 75
7 35 9119
7 36 2386
7 37 6190
7 40 5487
7 42 2146
7 43 636
7 44 1484
7 45 7401
7 46 7516
7 47 7157
7 50 7094
7 51 3211
7 52 5981
7 55 5476
7 56 7502
7 57 3570
7 59 5695
7 62 2096
7 63 4065
7 64 9061
7 65 2131
7 66 7000
7 67 6197
7 68 6
7 74 4016
7 75 9879
7 76 9946
7 78 8363
7 80 1741
7 82 1639
7 84 7233
7 85 2106
7 87 8239
7 90 4841
7 94 6861
7 96 2640
7 98 6993
7 99 4382
7 100 6034
7 104 4573
7 105 3
7 106 4264
7 108 7954
7 112 5905
7 116 79
7 117 5805
7 120 6531
7 121 6147
7 122 9094
7 124 6042
7 125 5750
8 12 3128
8 14 4700
8 16 4076
8 17 9185
8 18 5737
8 19 1801
8 23 1864
8 24 544
8 25 1322
8 26 9378
8 27 3090
8 28 1137
8 30 6056
8 31 3221
8 32 7984
8 34 9825
8 37 5291
8 44 3286
8 46 5568
8 47 4394
8 48 8996
8 52 1751
8 57 4783
8 58 1799
8 59 9409
8 62 7816
8 68 4700
8 69 7602
8 71 3982
8 72 8953
8 74 7699
8 75 5330
8 76 7086
8 77 34
8 78 2572
8 79 3213
8 80 6157
8 81 5224
8 82 2207
8 83 2791
8 84 8881
8 85 8618
8 90 9287
8 91 2296
8 92 9552
8 94 7966
8 97 4800
8 98 5849
8 101 1155
8 102 4185
8 103 4490
8 105 8232
8 107 2510
8 108 9950
8 110 2045
8 111 8002
8 113 6088
8 115 8
8 116 2258
8 118 9022
8 123 5929
9 11 1728
9 12 2997
9 13 9433
9 15 5333
9 16 3539
9 18 8014
9 22 2779
9 27 8864
9 35 7246
9 37 5672
9 39 4151
9 41 6963
9 44 8939
9 45 496
9 46 8660
9 47 7812
9 52 1194
9 59 6716
9 60 2121
9 61 5787
9 63 239
9 64 3187
9 66 3849
9 67 3134
9 69 9692
9 73 3598
9 78 7726
9 80 5878
9 82 1223
9 84 7981
9 87 8477
9 89 1481
9 93 8118
9 94 2186
9 96 3127
9 97 49
9 100 6031
9 102 7984
9 105 3207
9 107 9460
9 109 1637
9 110 7064
9 111 9117
9 115 8776
9 116 2007
9 117 2050
9 118 7653
9 119 3930
9 123 7512
9 125 1869
10 12 8569
10 13 9422
10 14 3504
10 15 3017
10 17 2161
10 21 7947
10 23 2224
10 25 3322
10 31 1501
10 32 2636
10 33 1949
10 35 9568
10 36 2479
10 42 8552
10 43 1639
10 44 9244
10 45 2032
10 50 604
10 51 2241
10 52 2382
10 53 6815
10 56 8690
10 58 2743
10 63 154
10 66 172
10 67 8043
10 68 9056
10 72 7875
10 73 961
10 74 9258
10 75 7774
10 76 1471
10 81 6741
10 83 1624
10 84 3415
10 86 6997
10 93 5757
10 94 1611
10 95 6076
10 98 3380
10 100 9932
10 101 9009
10 107 3478
10 108 7373
10 111 5808
10 112 982
10 113 22
10 114 5498
10 116 6130
10 118 4431
11 12 7723
11 18 7954
11 20 9661
11 22 6906
11 23 5755
11 24 2464
11 27 9216
11 30 4843
11 31 1310
11 36 4988
11 37 7651
11 38 7963
11 39 525
11 40 1771
11 45 7619
11 51 5519
11 52 3372
11 53 5147
11 54 7068
11 58 4412
11 61 3473
11 62 3766
11 63 9634
11 65 9566
11 66 3514
11 68 345
11 69 3715
11 71 4249
11 72 1091
11 73 8394
11 75 1292
11 78 8406
11 81 4425
11 83 3857
11 85 2873
11 88 2915
11 94 4126
11 95 9923
11 98 9909
11 99 4091
11 100 1208
11 107 2253
11 109 9763
11 110 8216
11 111 3367
11 112 5685
11 113 9430
11 114 1275
11 116 7581
11 117 5415
11 120 6325
11 121 3204
11 124 5496
12 14 7218
12 16 6606
12 19 9060
12 21 9507
12 25 5093
12 26 9692
12 29 1746
12 30 4990
12 31 17
12 32 8770
12 33 1878
12 34 3659
12 38 9324
12 41 8206
12 43 9694
12 44 9944
12 48 6392
12 49 2300
12 50 7627
12 52 5245
12 53 3000
12 55 3921
12 58 3543
12 59 9931
12 60 3761
12 61 8503
12 63 8423
12 64 5148
12 65 9029
12 66 4712
12 68 224
12 70 1160
12 72 1648
12 73 1255
12 74 3257
12 78 2554
12 79 7354
12 82 7863
12 83 3707
12 85 5612
12 86 112
12 87 7766
12 88 3073
12 90 6185
12 91 652
12 92 9118
12 94 8212
12 96 9413
12 97 5839
12 98 7508
12 100 5734
12 101 3079
12 102 735
12 103 8717
12 104 9491
12 111 6239
12 112 5863
12 114 3304
12 115 7457
12 116 3204
12 117 2786
12 118 2593
12 119 932
12 120 5660
12 123 885
13 14 8717
13 16 5413
13 19 3955
13 21 9111
13 22 6648
13 23 3275
13 25 7622
13 27 1474
13 30 8135
13 31 5813
13 34 899
13 36 429
13 39 1444
13 41 8819
13 42 8479
13 43 2004
13 45 8479
13 46 5470
13 48 8576
13 49 8238
13 51 1799
13 52 6505
13 54 2832
13 55 9164
13 56 9241
13 58 3155
13 59 9845
13 60 4360
13 61 6488
13 62 7330
13 64 2028
13 66 7804
13 72 8710
13 76 6984
13 80 7419
13 82 9219
13 84 4434
13 85 6088
13 86 3308
13 87 546
13 88 1647
13 90 9625
13 92 8364
13 95 8037
13 97 4875
13 100 5616
13 103 763
13 104 8860
13 106 9689
13 111 6637
13 113 4152
13 114 580
13 119 2799
13 120 3673
13 121 9767
14 15 5573
14 16 7405
14 17 7274
14 18 7226
14 19 2923
14 20 8265
14 21 9708
14 22 5183
14 24 3268
14 26 3841
14 29 601
14 31 567
14 33 1674
14 37 5727
14 38 9971
14 40 7619
14 42 1246
14 43 9417
14 44 4995
14 46 1354
14 47 5982
14 50 811
14 60 3603
14 62 4144
14 66 3650
14 67 7068
14 68 854
14 72 8338
14 73 7701
14 74 5375
14 75 7148
14 77 8132
14 78 2935
14 81 981
14 82 6972
14 83 6399
14 84 8883
14 85 9506
14 86 1949
14 87 1954
14 88 338
14 90 6987
14 91 4795
14 92 859
14 93 3832
14 94 1081
14 95 9874
14 96 5244
14 99 7102
14 101 1794
14 103 144
14 105 4241
14 108 5701
14 109 5217
14 110 5438
14 113 2838
14 114 5827
14 115 1164
14 116 8741
14 119 169
14 120 5144
14 121 4485
14 122 5823
14 124 3246
14 125 616
15 16 1675
15 18 7630
15 21 4318
15 22 1710
15 25 259
15 26 2069
15 28 876
15 29 5494
15 32 2588
15 33 961
15 35 9681
15 37 3009
15 40 5374
15 41 2416
15 43 1117
15 44 3374
15 46 9535
15 47 1036
15 49 3147
15 51 1412
15 56 825
15 60 5045
15 61 5736
15 62 9321
15 64 4831
15 65 4818
15 66 970
15 67 3873
15 69 7727
15 70 3989
15 71 2116
15 73 9083
15 74 4104
15 77 2819
15 80 4855
15 81 7021
15 82 6569
15 83 5744
15 84 2342
15 85 3192
15 87 5837
15 88 9391
15 92 8682
15 93 9591
15 97 685
15 99 1449
15 100 5110
15 101 6223
15 102 5818
15 103 5066
15 105 1749
15 106 5148
15 109 1364
15 110 8700
15 111 2885
15 112 4969
15 114 976
15 115 5598
15 116 4778
15 117 7991
15 118 3105
15 119 814
15 122 4275
16 17 9236
16 19 4188
16 21 8536
16 23 8469
16 26 8914
16 27 4231
16 30 3013
16 34 9403
16 35 8368
16 38 9949
16 39 6159
16 40 9149
16 42 1352
16 44 2745
16 45 2244
16 47 5199
16 49 5520
16 50 9374
16 51 9686
16 52 2082
16 56 5760
16 59 7393
16 61 1106
16 63 6568
16 68 8952
16 70 5792
16 71 5133
16 72 6833
16 74 8495
16 78 4316
16 80 8006
16 83 4168
16 85 7123
16 89 5300
16 91 9482
16 92 6256
16 93 9958
16 94 6013
16 95 6103
16 96 9098
16 97 3040
16 101 1366
16 104 1869
16 105 145
16 110 9988
16 116 326
16 118 1992
16 125 5711
17 20 8078
17 22 2970
17 25 1270
17 27 7749
17 28 4970
17 30 2585
17 32 4851
17 34 3030
17 36 7593
17 42 8079
17 44 9241
17 46 816
17 48 5477
17 50 8525
17 54 446
17 55 9493
17 56 5610
17 57 5939
17 58 5212
17 60 136
17 63 3004
17 64 5362
17 66 7251
17 72 3665
17 73 141
17 74 4987
17 80 1068
17 81 3748
17 82 6696
17 83 6897
17 84 8447
17 86 4320
17 87 8716
17 88 1432
17 90 7261
17 92 6476
17 97 3198
17 101 6260
17 102 9764
17 105 5210
17 107 389
17 108 1366
17 109 7457
17 110 429
17 112 1173
17 114 5539
17 121 7923
17 122 7760
17 123 7333
18 19 7738
18 21 4423
18 22 2094
18 23 3615
18 25 9271
18 26 5247
18 29 4616
18 31 5352
18 33 3276
18 37 9412
18 38 4563
18 40 4755
18 42 2168
18 44 1467
18 45 8283
18 46 4428
18 47 4295
18 48 6758
18 49 4217
18 52 4393
18 54 6344
18 58 1257
18 59 7080
18 60 5470
18 61 8997
18 63 265
18 66 2926
18 67 5067
18 68 8435
18 70 4011
18 71 6787
18 75 1329
18 77 9348
18 82 778
18 84 358
18 85 892
18 87 7080
18 89 4879
18 91 4367
18 94 9956
18 95 2892
18 99 4445
18 100 3641
18 102 1731
18 105 2727
18 107 2545
18 108 1496
18 112 4383
18 115 6200
18 116 3560
18 117 7775
18 118 5396
18 120 1060
18 122 5295
18 123 3780
19 21 6730
19 22 8639
19 25 3975
19 26 7702
19 27 4266
19 30 9666
19 31 2934
19 32 1049
19 33 2618
19 34 8292
19 37 9977
19 38 9960
19 41 8372
19 42 6289
19 44 2813
19 45 1378
19 47 1891
19 48 77
19 49 2646
19 50 2411
19 52 2859
19 56 8480
19 60 8298
19 62 552
19 63 4710
19 64 883
19 65 5438
19 66 2766
19 70 6582
19 75 3819
19 78 8327
19 82 2125
19 84 4973
19 85 121
19 86 2190
19 89 7928
19 90 635
19 91 9164
19 93 3509
19 94 6626
19 95 8426
19 96 6591
19 98 7645
19 99 2655
19 104 1216
19 106 7643
19 107 4961
19 108 8169
19 109 8797
19 110 6767
19 111 3616
19 112 5593
19 113 4796
19 114 313
19 116 3260
19 118 82
19 121 5663
20 21 2299
20 24 184
20 25 381
20 28 3032
20 33 2368
20 35 1350
20 38 4341
20 41 8116
20 42 9138
20 45 9371
20 48 3189
20 50 7895
20 52 3142
20 54 5214
20 55 8400
20 56 5952
20 57 2330
20 58 4065
20 59 9585
20 60 9087
20 61 2591
20 62 3528
20 63 5650
20 65 7450
20 66 2286
20 70 2446
20 72 7730
20 73 7371
20 74 3175
20 77 7990
20 78 1264
20 79 3767
20 81 3299
20 84 1513
20 85 3624
20 88 1036
20 90 6924
20 91 9344
20 92 6792
20 94 2022
20 95 8680
20 98 1379
20 99 6998
20 100 1854
20 101 1620
20 102 101
20 103 2909
20 111 2016
20 112 3334
20 116 8047
20 117 5294
20 119 3910
20 125 6598
21 22 1295
21 23 6075
21 27 7050
21 28 4305
21 29 8486
21 31 7988
21 34 7775
21 38 1360
21 39 7378
21 40 7142
21 41 5069
21 44 3384
21 46 8895
21 48 1686
21 49 3768
21 51 6394
21 52 574
21 53 4392
21 54 2588
21 55 8886
21 57 7762
21 58 9178
21 59 4985
21 60 8956
21 61 7053
21 63 6229
21 65 2258
21 66 3793
21 69 3540
21 70 4898
21 72 3055
21 73 7728
21 75 2891
21 76 8349
21 78 5127
21 84 5423
21 85 5432
21 88 7445
21 90 1639
21 93 8576
21 95 7004
21 96 1756
21 97 2166
21 99 2427
21 100 9505
21 101 7794
21 105 9151
21 106 8877
21 107 4734
21 108 7777
21 110 5426
21 117 1531
21 119 2080
21 120 280
21 123 3829
21 124 3496
22 24 7583
22 28 5691
22 29 6484
22 30 1095
22 32 5194
22 34 2948
22 35 4143
22 37 4759
22 39 885
22 41 1186
22 42 8075
22 43 2641
22 45 5177
22 46 8472
22 47 3347
22 48 6376
22 50 7452
22 52 4627
22 55 5609
22 57 1497
22 59 6882
22 63 8920
22 64 4761
22 65 1025
22 66 8462
22 68 9184
22 71 9487
22 72 5888
22 74 1852
22 75 4842
22 77 1302
22 78 6055
22 79 6109
22 80 7195
22 81 5207
22 86 681
22 87 9025
22 95 7571
22 100 1316
22 101 3437
22 102 7720
22 104 2923
22 107 6259
22 108 3565
22 110 9464
22 111 7640
22 112 3132
22 114 5803
22 115 9710
22 116 6763
22 119 682
22 121 1846
22 122 9038
22 124 3971
23 25 5253
23 29 1718
23 30 7580
23 32 9686
23 33 3669
23 34 9583
23 35 7943
23 36 6214
23 38 6436
23 43 9700
23 44 9968
23 47 4338
23 48 7009
23 49 8950
23 51 1662
23 52 3172
23 53 9886
23 54 5385
23 55 6468
23 56 8562
23 57 8409
23 60 9494
23 62 8450
23 64 6767
23 65 2631
23 68 7097
23 69 1687
23 74 6668
23 75 6400
23 77 6050
23 78 8562
23 81 9016
23 83 5688
23 84 4745
23 85 827
23 87 6007
23 90 3325
23 92 1631
23 94 6078
23 96 6022
23 100 9676
23 101 6663
23 103 4602
23 105 9936
23 107 2769
23 108 6458
23 109 624
23 111 7378
23 114 8342
23 116 1199
23 118 980
23 120 6581
23 123 9895
23 125 6458
24 25 4398
24 26 9340
24 28 7179
24 30 1382
24 31 1105
24 33 7259
24 34 2517
24 35 8214
24 38 4448
24 40 6706
24 42 1221
24 44 3010
24 45 5200
24 46 1928
24 47 2479
24 48 8556
24 52 3583
24 53 6807
24 54 4260
24 56 6050
24 57 4315
24 58 9493
24 59 461
24 60 9152
24 62 5906
24 63 2242
24 64 1720
24 65 609
24 67 3500
24 69 8482
24 71 5611
24 73 3760
24 74 3343
24 76 6089
24 78 1332
24 79 3694
24 83 5839
24 85 7237
24 87 4318
24 89 6844
24 91 9754
24 93 6362
24 95 5295
24 96 497
24 100 3098
24 103 87
24 104 1827
24 108 2934
24 109 1651
24 111 4648
24 113 4920
24 114 5104
24 117 3080
24 120 8128
24 121 7585
24 122 276
24 124 35
24 125 7245
25 27 5327
25 30 9462
25 32 7884
25 36 9783
25 39 3765
25 43 2175
25 44 9877
25 45 7350
25 46 5137
25 47 8901
25 50 3616
25 52 3487
25 55 6277
25 57 1049
25 60 3038
25 64 103
25 65 778
25 67 731
25 70 4635
25 74 688
25 75 9352
25 76 8414
25 77 7511
25 84 5438
25 85 8330
25 86 6548
25 88 4199
25 89 4824
25 91 9891
25 92 9380
25 97 5102
25 98 4245
25 100 5662
25 103 9877
25 104 660
25 105 2711
25 107 6084
25 108 7850
25 109 2261
25 110 4127
25 112 2712
25 113 4025
25 115 9546
25 116 154
25 118 7044
25 120 841
25 122 7529
25 123 3436
26 29 825
26 39 8032
26 41 600
26 43 8039
26 44 6725
26 45 7051
26 46 5059
26 48 9956
26 50 3968
26 51 564
26 54 2843
26 55 7316
26 56 4361
26 59 2914
26 60 9136
26 66 5725
26 68 9980
26 70 1587
26 71 4533
26 72 2535
26 73 3816
26 75 5479
26 76 7177
26 77 5227
26 79 9896
26 82 8640
26 84 2316
26 85 5583
26 87 7770
26 88 4983
26 89 4874
26 90 7592
26 91 7289
26 93 7900
26 94 3473
26 95 9731
26 97 1521
26 100 3891
26 104 6873
26 105 9866
26 107 3121
26 110 3749
26 112 8098
26 113 2100
26 114 3116
26 115 764
26 117 9826
26 118 9832
26 122 4897
27 31 8143
27 33 6060
27 35 4958
27 37 9673
27 39 4338
27 40 3685
27 41 7743
27 43 4635
27 44 1864
27 46 4854
27 49 2407
27 50 4708
27 51 7150
27 52 4919
27 54 3363
27 55 639
27 57 4596
27 61 9099
27 62 3097
27 63 7323
27 64 3865
27 66 2491
27 68 9678
27 69 9211
27 70 5833
27 73 151
27 77 6645
27 78 6142
27 79 5221
27 82 8997
27 84 2170
27 87 4898
27 92 9825
27 93 9469
27 95 5606
27 96 5870
27 98 8475
27 99 6770
27 100 4284
27 103 8944
27 105 2563
27 106 7218
27 108 8098
27 110 4101
27 112 4230
27 117 1942
27 118 1867
27 122 6805
27 123 5126
27 124 2333
28 30 9002
28 35 6575
28 41 1490
28 43 1546
28 46 5135
28 49 4392
28 51 1599
28 53 6619
28 56 1356
28 59 5745
28 60 103
28 63 9712
28 64 7704
28 65 7690
28 66 9548
28 67 6656
28 69 9960
28 75 725
28 80 8577
28 82 5523
28 86 2642
28 87 7398
28 88 7430
28 89 2518
28 91 1530
28 92 9451
28 93 742
28 94 7584
28 102 4851
28 103 4445
28 104 4805
28 106 9926
28 107 8854
28 108 5515
28 114 778
28 118 7848
28 120 2134
28 125 9351
29 32 9245
29 33 5718
29 34 2693
29 38 2136
29 41 4466
29 42 6240
29 43 5884
29 44 4120
29 45 4305
29 46 8666
29 47 3148
29 53 3915
29 55 6570
29 56 5609
29 57 2914
29 59 468
29 60 7184
29 61 50
29 63 4296
29 66 4916
29 67 9841
29 68 1213
29 70 5523
29 71 3399
29 74 1214
29 78 6370
29 82 7596
29 83 5850
29 84 3708
29 85 6066
29 86 6587
29 87 4560
29 92 2119
29 93 6660
29 95 2235
29 97 395
29 98 9851
29 102 9005
29 105 4307
29 107 7631
29 109 1565
29 111 9721
29 114 1551
29 115 565
29 117 8886
29 120 7967
29 121 952
29 122 3758
29 124 5162
29 125 3203
30 31 5068
30 32 5711
30 33 9950
30 35 5785
30 36 5668
30 37 3823
30 38 6555
30 42 4682
30 44 206
30 45 6737
30 47 6316
30 52 3042
30 57 52
30 58 7324
30 59 1904
30 60 717
30 62 4518
30 63 7381
30 64 2353
30 65 3445
30 68 2636
30 69 9506
30 70 8354
30 71 8066
30 74 2819
30 75 3617
30 76 389
30 81 7872
30 84 2325
30 85 7135
30 88 5059
30 89 7583
30 90 6028
30 91 1889
30 92 3293
30 94 876
30 95 4949
30 96 2121
30 97 2044
30 99 5852
30 100 9729
30 105 411
30 106 8607
30 108 8108
30 110 6052
30 112 847
30 113 6254
30 114 2108
30 115 9363
30 116 9558
30 120 7945
30 121 7866
30 124 2465
31 32 8492
31 33 9626
31 37 6555
31 39 9900
31 41 9596
31 42 5320
31 44 4487
31 48 6090
31 51 1757
31 52 9293
31 54 8520
31 58 2744
31 59 5817
31 60 4164
31 61 491
31 62 4738
31 63 3900
31 67 8415
31 68 4720
31 70 2457
31 71 2577
31 76 1033
31 77 9264
31 80 6558
31 81 3299
31 82 4284
31 83 4607
31 84 7092
31 85 6279
31 86 7233
31 89 6086
31 96 8304
31 98 1273
31 101 6115
31 107 5539
31 110 840
31 111 115
31 115 7016
31 116 3047
31 117 8924
31 118 799
31 119 2044
31 121 6031
31 122 9948
31 125 3481
32 33 9343
32 34 1881
32 37 4868
32 40 2103
32 41 5435
32 43 3898
32 44 4689
32 45 7846
32 47 2995
32 49 5371
32 52 7169
32 53 1416
32 55 4322
32 57 1373
32 60 3636
32 64 1716
32 65 7899
32 66 6463
32 67 2849
32 68 5673
32 70 6865
32 72 4685
32 76 1133
32 77 6981
32 79 5796
32 82 6585
32 84 8039
32 86 5110
32 88 2897
32 94 5160
32 97 2459
32 99 1220
32 103 3028
32 105 9159
32 106 458
32 107 5828
32 109 459
32 113 3026
32 116 7298
32 118 2662
32 123 6348
32 125 1086
33 34 2399
33 36 8545
33 39 964
33 40 9459
33 41 2873
33 42 5532
33 43 5744
33 45 9966
33 46 8190
33 47 3689
33 48 3062
33 52 5884
33 53 3873
33 55 1638
33 57 9896
33 59 875
33 61 4748
33 62 7518
33 63 7788
33 64 244
33 65 824
33 66 1003
33 67 4453
33 69 9314
33 70 6407
33 71 3391
33 73 8088
33 74 7180
33 78 1452
33 79 3570
33 81 5896
33 82 741
33 83 6202
33 84 9662
33 90 3374
33 92 2196
33 93 5044
33 97 5610
33 105 8453
33 106 864
33 109 4637
33 112 3534
33 116 9206
33 121 4168
33 125 4836
34 40 6270
34 42 4727
34 45 1103
34 49 9639
34 50 9082
34 54 148
34 56 6447
34 58 5622
34 59 7619
34 61 8666
34 63 4920
34 66 4153
34 69 4359
34 71 166
34 74 5792
34 75 813
34 80 3376
34 82 2011
34 84 1236
34 85 7286
34 86 5873
34 87 7245
34 89 7647
34 93 4998
34 94 5114
34 97 9120
34 99 6509
34 100 763
34 104 368
34 107 7802
34 111 3272
34 113 912
34 114 4042
34 115 835
34 117 640
34 119 9308
34 120 548
34 122 5581
34 124 9303
35 36 280
35 38 4271
35 39 5653
35 40 6756
35 43 840
35 44 3440
35 45 8034
35 46 8401
35 49 1047
35 50 1196
35 52 3743
35 60 4485
35 62 8178
35 67 148
35 69 2911
35 70 2824
35 71 4027
35 72 5307
35 77 584
35 78 4951
35 79 5343
35 82 602
35 83 9445
35 85 1533
35 90 2905
35 91 1716
35 92 9569
35 93 5974
35 98 6664
35 99 4707
35 100 2077
35 101 3952
35 110 4080
35 111 9568
35 112 294
35 114 2004
35 115 718
35 117 124
35 118 4391
35 119 3026
35 120 3645
35 125 27
36 37 2433
36 39 1627
36 40 4580
36 42 8634
36 43 426
36 44 7137
36 45 2924
36 49 6502
36 50 6868
36 53 7549
36 54 8310
36 57 157
36 59 2121
36 61 3770
36 62 9299
36 63 9599
36 64 5154
36 68 7779
36 69 8464
36 70 2741
36 73 3037
36 75 8249
36 76 7473
36 78 605
36 79 463
36 80 7058
36 82 2829
36 83 7323
36 84 435
36 86 1179
36 87 321
36 89 4321
36 90 127
36 92 1701
36 94 4038
36 95 5207
36 97 3914
36 98 3655
36 100 9907
36 101 0
36 102 1614
36 106 4741
36 108 7526
36 111 7505
36 113 4808
36 114 9340
36 115 998
36 118 7168
36 120 5016
36 123 1358
36 125 7864
37 38 8282
37 40 2449
37 41 4693
37 42 2787
37 47 6219
37 49 2625
37 51 433
37 54 9352
37 56 9830
37 62 1705
37 64 2007
37 66 1839
37 68 683
37 69 3756
37 73 2948
37 76 3529
37 78 9579
37 79 2643
37 86 4902
37 87 3141
37 88 2165
